"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*06kud*","Amara Nallo","LIV","M","681","W (Thu)","17","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*06kyv*","Kosta Nedeljkovic","AVL","D","684","W (Thu)","18","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*060g4*","Tommi O'Reilly","AVL","M","697","W (Thu)","20","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06kum*","Wesley Okoduwa","WOL","D","706","W (Thu)","15","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*062oy*","Ademola Ola-Adebomi","CRY","F","708","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*066iz*","Lewis Orford","WHU","M","715","W (Thu)","18","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*0680n*","Detlef Esapa Osong","NOT","F","719","W (Thu)","19","CHE Sat 9:30AM","0","0","0%","-","0%","-0.1%"
"*06awp*","Travis Patterson","AVL","M","729","W (Thu)","18","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06c6e*","Aribim Pepple","LUT","F","733","W (Thu)","21","@WHU Sat 7:00AM","0","0","0%","1183.2","0%","0%"
"*062dl*","Killian Phillips","CRY","M","740","W (Thu)","22","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ewv*","Logan Pye","MUN","D","750","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*062dm*","Jadan Raymond","CRY","M","757","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06imk*","Dujuan Richards","CHE","F","764","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06bq0*","Imari Samuels","BHA","D","778","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1135.6","0%","0%"
"*06ewx*","Remi Savage","NEW","D","788","W (Thu)","22","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1100.7","0%","0%"
"*06635*","Oliver Scarles","WHU","D","790","W (Thu)","18","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*062i0*","Lino Sousa","AVL","D","808","W (Thu)","19","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06hck*","James Sweet","ARS","D","815","W (Thu)","20","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*06ksi*","Jimi Tauriainen","CHE","M","818","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06c67*","Elliot Thorpe","LUT","M","823","W (Thu)","23","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ewz*","Jay Turner-Cooke","NEW","M","838","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*05x9j*","Ed Turns","BHA","D","839","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*0643t*","Jack Wadham","BOU","M","853","W (Thu)","21","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*062p7*","Lewis Warrington","EVE","M","855","W (Thu)","21","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*05r4z*","Jensen Weir","BHA","M","857","W (Thu)","22","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1153.6","0%","-0.1%"
"*06ajx*","George Wickens","FUL","G","866","W (Thu)","22","MCI Sat 4:30AM","0","0","1%","1122","0%","0%"
"*06avm*","James Wright","AVL","G","875","W (Thu)","19","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*05uem*","Marcelo Pitaluga","LIV","G","887","W (Thu)","21","@AVL Mon 12:00PM","0","0","0%","1149.47","0%","0%"
"*06kwx*","Dominic dos Santos Martins","LUT","M","891","W (Thu)","18","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kwp*","Josh Acheampong","CHE","D","297","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06fwh*","Valintino Adedokun","BRF","D","302","W (Thu)","21","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06l2r*","Harry Amass","MUN","D","318","W (Thu)","17","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*06ewp*","Samuel Amissah","FUL","D","321","W (Thu)","17","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*05y5s*","Vincent Angelini","BRF","G","326","W (Thu)","20","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kwh*","Benjamin Arthur","BRF","D","330","W (Thu)","18","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06iel*","Ty Barnett","WOL","F","346","W (Thu)","18","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06c4m*","Samuel Bastien","BUR","M","350","W (Thu)","27","@TOT Sat 7:00AM","0","0","0%","1157.2","0%","0%"
"*06kjy*","Billy Blacker","SHU","F","368","W (Thu)","17","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ewm*","Alex Borto","FUL","G","373","W (Thu)","20","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*06ex2*","Aaron Bott","NOT","G","375","W (Thu)","19","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*066sg*","Josh Brooking","CHE","D","380","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06hcl*","Jake Burger","LUT","M","388","W (Thu)","19","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06idv*","Elijah Campbell","EVE","D","396","W (Thu)","19","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*066iy*","Kaelan Casey","WHU","D","402","W (Thu)","19","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06l1g*","Christian Chigozie","LUT","D","408","W (Thu)","0","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ib1*","Samy Chouchane","BHA","M","412","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*052k4*","Theo Corbeanu","WOL","F","420","W (Thu)","21","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ksd*","Sam Curtis","SHU","D","429","W (Thu)","18","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*0689t*","Michael Dacosta Gonzalez","BOU","F","430","W (Thu)","19","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*05zd7*","Lucas De Bolle","NEW","M","436","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06hvo*","Joshua Duffus","BHA","F","459","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06l4j*","Kiano Dyer","CHE","M","461","W (Thu)","17","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06igs*","Evan Easton","SHU","D","463","W (Thu)","19","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06igq*","Benjamin Fredrick","BRF","M","490","W (Thu)","18","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06igy*","Joe Gardner","NOT","F","496","W (Thu)","18","CHE Sat 9:30AM","0","0","0%","-","0%","-0.1%"
"*06jgt*","Joe Gauci","AVL","G","499","W (Thu)","23","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06ksh*","Billy Gee","CHE","D","500","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06idq*","True Grant","MCI","G","512","W (Thu)","18","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","0%"
"*061vc*","Ben Greenwood","BOU","D","515","W (Thu)","21","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06exd*","Jordan Hackett-Valton","NEW","D","523","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06l5m*","Owen Hampson","SHU","M","528","W (Thu)","19","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06h1g*","Aidan Harris","NEW","G","530","W (Thu)","17","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06l4b*","Taylan Harris","LUT","F","532","W (Thu)","18","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06jfq*","Travis Hernes","NEW","M","543","W (Thu)","18","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06iek*","Owen Hesketh","WOL","M","544","W (Thu)","21","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*05rkj*","James Hillson","ARS","G","548","W (Thu)","23","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*06kx6*","Fletcher Holman","WOL","F","554","W (Thu)","19","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ib4*","Justin Hubner","WOL","D","557","W (Thu)","20","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*05uot*","Mackenzie Hunt","EVE","M","560","W (Thu)","22","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kx0*","Danny Imray","CRY","D","564","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kyx*","Andy Irving","WHU","M","565","W (Thu)","23","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06iap*","Ben Jackson","BHA","D","567","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06l5f*","Louis Jackson","MUN","D","568","W (Thu)","18","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*057a1*","Gavin Kilkenny","BOU","M","588","W (Thu)","24","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06jh3*","Joshua King","FUL","M","590","W (Thu)","17","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*068z2*","Max Kinsey-Wellings","BOU","D","592","W (Thu)","19","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06dmm*","Jacob Knightbridge","WHU","G","595","W (Thu)","20","LUT Sat 7:00AM","0","0","0%","1088.61","0%","0%"
"*02m5r*","Louis Laing","WHU","M","603","W (Thu)","21","LUT Sat 7:00AM","0","0","0%","1043.27","0%","0%"
"*061xy*","Richie Laryea","NOT","D","605","W (Thu)","29","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*06c6b*","Jayden Luker","LUT","M","619","W (Thu)","19","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06c6p*","Louie Marsh","SHU","F","629","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kz9*","Roshaun Mathurin","CRY","F","633","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06exe*","Charlie McArthur","NEW","D","640","W (Thu)","18","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06ivf*","Jamie McDonnell","NOT","M","645","W (Thu)","20","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*06jfh*","Max Merrick","CHE","G","654","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06ex0*","Jamie Miley","NEW","M","657","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*05x9m*","Louie Moulden","WOL","G","668","W (Thu)","22","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06jfg*","Finley Munroe","AVL","D","674","W (Thu)","19","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06kuc*","Harrison Murray-Campbell","CHE","D","678","W (Thu)","17","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06kue*","Habeeb Ogunneye","MUN","D","704","W (Thu)","18","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*06l53*","Temple Ojinnaka","WOL","M","705","W (Thu)","19","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06c60*","Axel Piesold","LUT","D","742","W (Thu)","19","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06fwj*","Alfie Pond","WOL","D","745","W (Thu)","20","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ie2*","Sam Proctor","AVL","G","749","W (Thu)","17","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06c6k*","Sai Sachdev","SHU","D","774","W (Thu)","19","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kse*","Dovydas Sasnauskas","SHU","D","787","W (Thu)","0","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06440*","Kristian Sekularac","FUL","M","793","W (Thu)","20","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*05t6a*","Femi Seriki","SHU","D","797","W (Thu)","22","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*05xtr*","Teddy Sharman-Lowe","CHE","G","798","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*05y5c*","Kamarai Simon-Swyer","WHU","F","802","W (Thu)","21","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06exc*","Jude Smith","NEW","G","805","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06low*","Zak Sturge","CHE","D","812","W (Thu)","19","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06hvw*","Devan Tanton","FUL","D","817","W (Thu)","20","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*06c6d*","Joseph Taylor","LUT","F","820","W (Thu)","21","@WHU Sat 7:00AM","0","0","0%","1108.7","0%","0%"
"*0643w*","Ryan Trevitt","BRF","M","835","W (Thu)","21","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06kk4*","Franco Umeh-Chibueze","CRY","F","843","W (Thu)","19","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ib5*","Matthew Whittingham","WOL","M","864","W (Thu)","19","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*060gq*","Dylan Williams","CHE","D","867","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*05l27*","Jarrad Branthwaite","EVE","D","898","Pain","21","SHU Sat 7:00AM","-0.5","-0.08","1%","1124.19","77%","+3.8%"
"*058vb*","Cameron Archer","SHU","F","897","W (Thu)","22","@EVE Sat 7:00AM","-0.5","-0.17","1%","1152.78","6%","+0.2%"
"*05t6y*","Hannibal Mejbri","MUN","M","900","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","-0.5","-0.25","0%","1149.7","1%","0%"
"*03yuo*","Keinan Davis","AVL","F","899","W (Thu)","26","LIV Mon 12:00PM","-0.5","-0.5","0%","1084.76","0%","0%"
"*05uog*","Lewis Dobbin","EVE","F","901","W (Thu)","21","SHU Sat 7:00AM","-1.5","-0.5","0%","1200.2","0%","0%"
"*05rff*","Jaden Philogene-Bidace","AVL","M","902","W (Thu)","22","LIV Mon 12:00PM","-1.5","-1.5","2%","1105.42","0%","0%"
"*04qr9*","Morgan Gibbs-White","NOT","M","903","Pain","24","CHE Sat 9:30AM","-2","-1","100%","43.31","100%","+0.2%"
