"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*06avl*","Michael Olakigbe","BRF","F","709","W (Thu)","20","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06c66*","Fred Onyedinma","LUT","M","714","W (Thu)","27","@WHU Sat 7:00AM","0","0","0%","-","0%","+0.1%"
"*05u40*","Ellery Balcombe","BRF","G","339","W (Thu)","24","@BOU Sat 7:00AM","0","0","0%","1075.2","0%","0%"
"*06c6n*","Andre Brooks","SHU","M","381","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ib6*","Tawanda Chirewa","WOL","M","409","W (Thu)","20","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*02lpm*","Adam Davies","SHU","G","435","W (Thu)","31","@EVE Sat 7:00AM","0","0","0%","1090.47","0%","0%"
"*063e8*","Gon?alo Guedes","WOL","F","495","W (Thu)","27","CRY Sat 7:00AM","0","0","0%","1142.18","0%","0%"
"*051l4*","Rhys Norrington-Davies","SHU","D","689","W (Thu)","25","@EVE Sat 7:00AM","0","0","0%","1127.6","0%","0%"
"*04gyd*","Brandon Austin","TOT","G","333","W (Thu)","25","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1218.47","0%","0%"
"*02rlq*","Chris Basham","SHU","D","348","W (Thu)","35","@EVE Sat 7:00AM","0","0","0%","1144.43","0%","0%"
"*066sm*","Mason Burstow","CHE","F","390","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1121.6","0%","0%"
"*06kwf*","Leon Chiwome","WOL","F","410","W (Thu)","18","CRY Sat 7:00AM","0","0","0%","-","0%","-0.1%"
"*04xjt*","Conor Coventry","WHU","M","423","W (Thu)","24","LUT Sat 7:00AM","0","0","0%","1047.95","0%","0%"
"*06klv*","Jayden Danns","LIV","F","434","W (Thu)","18","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*06fuh*","Hannes Delcroix","BUR","D","439","W (Thu)","25","@TOT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06exh*","Amadou Diallo","NEW","F","443","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1148.6","0%","0%"
"*04shz*","Tyrese Francois","FUL","M","488","W (Thu)","23","MCI Sat 4:30AM","0","0","0%","1086.11","0%","0%"
"*02lyo*","Luke Freeman","LUT","M","491","W (Thu)","32","@WHU Sat 7:00AM","0","0","0%","1102.6","0%","0%"
"*05uhv*","Micah Hamilton","MCI","M","527","W (Thu)","20","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","0%"
"*06jgl*","Daiki Hashioka","LUT","D","537","W (Thu)","24","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*03pih*","Kevin Mbabu","FUL","D","638","W (Thu)","29","MCI Sat 4:30AM","0","0","0%","1071.6","0%","0%"
"*0637a*","Charlie McNeill","MUN","F","649","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1089.6","0%","0%"
"*04rxe*","Nathaniel Phillips","LIV","D","741","W (Thu)","27","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*066e8*","Cameron Plain","BOU","G","743","W (Thu)","22","BRF Sat 7:00AM","0","0","0%","1072.92","0%","0%"
"*02onn*","Daniel Potts","LUT","D","747","W (Thu)","30","@WHU Sat 7:00AM","0","0","0%","1075.28","0%","0%"
"*03rll*","Darren Randolph","BOU","G","756","W (Thu)","36","BRF Sat 7:00AM","0","0","0%","1138.6","0%","0%"
"*062cm*","Slobodan Tedic","MCI","F","821","W (Thu)","24","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","-0.2%"
"*064oo*","Amario Cozier-Duberry","ARS","M","424","W (Thu)","18","@MUN Sun 8:30AM","0","0","0%","1179.6","0%","0%"
"*062hb*","Flynn Downes","WHU","M","454","W (Thu)","25","LUT Sat 7:00AM","0","0","1%","1144.22","0%","0%"
"*060yz*","Alvaro Fernandez","MUN","D","477","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1109.6","0%","0%"
"*06c4f*","Denis Franchi","BUR","G","486","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","1063.47","0%","0%"
"*066j7*","Nathan Fraser","WOL","F","489","W (Thu)","19","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06378*","Isak Hansen-Aaroen","MUN","M","529","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*061y9*","Alex Mighten","NOT","F","656","W (Thu)","22","CHE Sat 9:30AM","0","0","0%","1068.68","0%","0%"
"*06ewy*","Alex Murphy","NEW","D","677","W (Thu)","19","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*052i8*","Admiral Muskwe","LUT","F","680","W (Thu)","25","@WHU Sat 7:00AM","0","0","0%","1089.47","0%","0%"
"*06hzf*","Mark O'Mahony","BHA","F","696","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","-0.3%"
"*062ow*","David Ozoh","CRY","M","723","W (Thu)","19","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*061vo*","Jay Stansfield","FUL","F","810","W (Thu)","21","MCI Sat 4:30AM","0","0","0%","1144.6","0%","0%"
"*062pa*","Joseph Whitworth","CRY","G","865","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","1145.2","0%","0%"
"*03r8p*","Harry Arter","NOT","M","329","W (Thu)","34","CHE Sat 9:30AM","0","0","0%","-","0%","-0.1%"
"*06dpr*","Benicio Baker-Boaitey","BHA","F","338","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1147.43","0%","0%"
"*06fy6*","Fode Ballo-Toure","FUL","D","343","W (Thu)","27","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*06c62*","Luke Berry","LUT","M","362","W (Thu)","31","@WHU Sat 7:00AM","0","0","0%","1156.64","0%","0%"
"*06hwc*","Leo Castledine","CHE","M","404","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06jgp*","Rodrigo Duarte Ribeiro","NOT","F","458","W (Thu)","19","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*04mf8*","Nathan Ferguson","CRY","D","476","W (Thu)","23","@WOL Sat 7:00AM","0","0","0%","1136.6","0%","0%"
"*063u9*","Remo Freuler","NOT","M","492","W (Thu)","32","CHE Sat 9:30AM","0","0","0%","1245.6","0%","0%"
"*067yx*","Gustavo Scarpa","NOT","M","493","W (Thu)","30","CHE Sat 9:30AM","0","0","0%","1135.7","0%","-0.1%"
"*05o2r*","Antwoine Hackford","SHU","F","524","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*052k6*","Taylor Harwood-Bellis","MCI","D","536","W (Thu)","22","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","1%","1152.76","0%","0%"
"*05s00*","Daniel Jebbison","SHU","F","571","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06do4*","Louie Koumas","LIV","F","600","W (Thu)","18","@AVL Mon 12:00PM","0","0","0%","1070.36","0%","0%"
"*05y6a*","Filip Marschall","AVL","G","628","W (Thu)","21","LIV Mon 12:00PM","0","0","0%","1009.6","0%","0%"
"*04mmx*","Michael Obafemi","BUR","F","699","W (Thu)","23","@TOT Sat 7:00AM","0","0","0%","1210.6","0%","0%"
"*05rgv*","Arthur Okonkwo","ARS","G","707","W (Thu)","22","@MUN Sun 8:30AM","0","0","0%","1124.81","0%","0%"
"*06hrw*","Ryan One","SHU","M","713","W (Thu)","17","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ex1*","Ben Parkinson","NEW","F","726","W (Thu)","19","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1185.6","0%","0%"
"*061z5*","Calvin Ramsay","LIV","D","754","W (Thu)","20","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*062op*","Omar Richards","NOT","D","765","W (Thu)","26","CHE Sat 9:30AM","0","0","0%","1118.6","0%","0%"
"*06jfe*","Hakon Valdimarsson","BRF","G","845","W (Thu)","22","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*054p3*","Harvey White","TOT","M","861","W (Thu)","22","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1154.6","0%","0%"
"*06exm*","Tom Wooster","MUN","G","872","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1064.6","0%","0%"
"*05ymb*","Tayo Adaramola","CRY","D","300","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06cma*","Jordan Amissah","SHU","G","320","W (Thu)","22","@EVE Sat 7:00AM","0","0","0%","1131.13","0%","0%"
"*05uhi*","Owen Beck","LIV","D","353","W (Thu)","21","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*066rl*","Rhys Bennett","MUN","D","358","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1092.71","0%","0%"
"*066sc*","Nathan Butler-Oyedeji","ARS","M","391","W (Thu)","21","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*05tra*","Emiliano Marcondes Camargo Hansen","BOU","M","394","W (Thu)","29","BRF Sat 7:00AM","0","0","0%","1109.6","0%","0%"
"*05xsd*","Daniel Chesters","WHU","M","407","W (Thu)","22","LUT Sat 7:00AM","0","0","0%","1007","0%","0%"
"*062p6*","Billy Crellin","EVE","G","426","W (Thu)","23","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06f2e*","Mohamed Drager","NOT","D","456","W (Thu)","27","CHE Sat 9:30AM","0","0","0%","1068.6","0%","0%"
"*066rp*","Noam Emeran","MUN","F","468","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1078.6","0%","0%"
"*06jgk*","Romain Faivre","BOU","M","473","W (Thu)","25","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*051l5*","John Fleck","SHU","M","479","W (Thu)","32","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*05oz4*","Karl Hein","ARS","G","541","W (Thu)","22","@MUN Sun 8:30AM","0","0","0%","1081.2","0%","0%"
"*06cm9*","Hwang Ui-Jo","NOT","F","562","W (Thu)","31","CHE Sat 9:30AM","0","0","0%","1117.13","0%","0%"
"*066rk*","Marc Jurado Gomez","MUN","D","575","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1129.6","0%","0%"
"*06cmt*","Tom King","WOL","G","591","W (Thu)","29","CRY Sat 7:00AM","0","0","0%","1121.47","0%","0%"
"*03dyo*","Anthony Knockaert","FUL","M","596","W (Thu)","32","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*066sd*","Myles Lewis-Skelly","ARS","M","613","W (Thu)","17","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*03m0y*","Matt Macey","LUT","G","622","W (Thu)","29","@WHU Sat 7:00AM","0","0","0%","1160.19","0%","0%"
"*06fwy*","Han-Noah Massengo","BUR","M","632","W (Thu)","22","@TOT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06gxa*","Alex Matos","CHE","F","634","W (Thu)","19","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*061xx*","Loic Mbe Soh","NOT","D","639","W (Thu)","22","CHE Sat 9:30AM","0","0","0%","1098.67","0%","0%"
"*06ews*","Dermot Mee","MUN","G","650","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1102.67","0%","0%"
"*05ts6*","Yerson Mosquera","WOL","D","667","W (Thu)","23","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*04mlb*","Lewis O'Brien","NOT","M","695","W (Thu)","25","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*05nuf*","Myles Peart-Harris","BRF","M","730","W (Thu)","21","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06451*","Cameron Peupion","BHA","M","738","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1062.2","0%","0%"
"*06exk*","Ashley Phillips","TOT","D","739","W (Thu)","18","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1115.6","0%","0%"
"*068nb*","Sebastian Revan","AVL","D","761","W (Thu)","20","LIV Mon 12:00PM","0","0","0%","1025.6","0%","0%"
"*06gx9*","Ronnie Stutter","CHE","F","813","W (Thu)","19","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*0656s*","Radek Vitek","MUN","G","851","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1118.13","0%","0%"
"*06l4c*","Ethan Wheatley","MUN","F","860","W (Thu)","18","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*05wqy*","Joe White","NEW","M","862","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*048xn*","Alfie Whiteman","TOT","G","863","W (Thu)","25","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1165.6","0%","0%"
"*066tb*","Kadan Young","AVL","M","878","W (Thu)","18","LIV Mon 12:00PM","0","0","0%","1042","0%","0%"
"*05amw*","Joseph Anang","WHU","G","323","W (Thu)","23","LUT Sat 7:00AM","0","0","0%","1096.47","0%","0%"
"*066sf*","Eddie Beach","CHE","G","352","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","1%","1085.39","0%","0%"
"*06c65*","Allan Campbell","LUT","M","395","W (Thu)","25","@WHU Sat 7:00AM","0","0","0%","1099.6","0%","0%"
"*066ni*","Thomas Cannon","EVE","F","397","W (Thu)","21","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*060y3*","Dara Costelloe","BUR","F","421","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","1145.6","0%","0%"
"*06ewn*","Luc De Fougerolles","FUL","D","438","W (Thu)","18","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*05ux0*","Owen Dodgson","BUR","D","447","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","1093.77","0%","0%"
"*06dmn*","George Earthy","WHU","M","462","W (Thu)","19","LUT Sat 7:00AM","0","0","0%","1041.2","0%","0%"
"*06kyw*","Claudio Echeverri","MCI","M","465","W (Thu)","18","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","-0.1%"
"*05n09*","Mark Gillespie","NEW","G","504","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*066rj*","Sean Grehan","CRY","D","516","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","1099.6","0%","0%"
"*06exj*","Luca Gunter","TOT","G","519","W (Thu)","19","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1119.2","0%","0%"
"*06do5*","Elyh Harrison","MUN","G","534","W (Thu)","18","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1085.85","0%","0%"
"*06c61*","Joseph Johnson","LUT","D","573","W (Thu)","18","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ils*","Yunus Konak","BRF","M","598","W (Thu)","18","@BOU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06jgo*","Noha Lemina","WOL","F","608","W (Thu)","18","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*054oz*","Andy Lonergan","EVE","G","616","W (Thu)","40","SHU Sat 7:00AM","0","0","0%","1128.6","0%","0%"
"*05ubh*","Remi Matthews","CRY","G","635","W (Thu)","30","@WOL Sat 7:00AM","0","0","0%","1176.6","0%","0%"
"*05rbn*","Thomas McGill","BHA","G","646","W (Thu)","24","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1085.1","0%","0%"
"*06eww*","Jose Mateo Mejia Piedrahita","MUN","F","651","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","+0.1%"
"*05vyh*","Andy Moran","BHA","M","664","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1111.2","0%","0%"
"*06exi*","Michael Ndiweni","NEW","F","683","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06hze*","Treymaurice Nyoni","LIV","M","694","W (Thu)","16","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*05ylz*","Luke Plange","CRY","F","744","W (Thu)","21","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*06cm2*","Glen Rea","LUT","D","758","W (Thu)","29","@WHU Sat 7:00AM","0","0","0%","1097.6","0%","0%"
"*066nh*","Ishe Samuels-Smith","CHE","D","779","W (Thu)","17","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06c64*","Louie Watson","LUT","M","856","W (Thu)","22","@WHU Sat 7:00AM","0","0","0%","1065.6","0%","0%"
"*06cmd*","Diego Moreira","CHE","F","884","W (Thu)","19","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1150.1","0%","0%"
"*067y2*","Daniel Adu-Addei","BOU","M","304","W (Thu)","18","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06cm8*","Brandon Aguilera","NOT","M","306","W (Thu)","20","CHE Sat 9:30AM","0","0","0%","1100.36","0%","0%"
"*067x6*","Max Alleyne","MCI","D","314","W (Thu)","18","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","0%"
"*06al6*","Mauro Bandeira","ARS","M","344","W (Thu)","20","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*062dp*","Giulian Biancone","NOT","D","365","W (Thu)","24","CHE Sat 9:30AM","0","0","0%","1152.6","0%","0%"
"*06dpx*","Ethan Brierley","BRF","M","379","W (Thu)","20","@BOU Sat 7:00AM","0","0","0%","1048.6","0%","0%"
"*056ix*","Bruno Jord?o","WOL","M","405","W (Thu)","25","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*062p1*","Luke Chambers","LIV","D","406","W (Thu)","19","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*06c4r*","Darko Churlinov","BUR","F","414","W (Thu)","23","@TOT Sat 7:00AM","0","0","0%","1189.6","0%","0%"
"*06kx1*","Justin Devenny","CRY","M","440","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","+0.1%"
"*06bdb*","Matthew Dibley-Dias","FUL","M","444","W (Thu)","20","MCI Sat 4:30AM","0","0","0%","1148.6","0%","0%"
"*06fwo*","Enso Gonzalez","WOL","F","509","W (Thu)","19","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*05m9s*","John-Kymani Gordon","CRY","F","510","W (Thu)","21","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*05rey*","Kaine Hayden","AVL","D","538","W (Thu)","21","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*05am1*","Thomas Hill","LIV","F","547","W (Thu)","21","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*061xt*","Ethan Horvath","NOT","G","556","W (Thu)","28","CHE Sat 9:30AM","0","0","0%","1224.13","0%","0%"
"*06662*","Bradley Ibrahim","ARS","M","563","W (Thu)","19","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*06dpw*","Ji-Soo Kim","BRF","D","589","W (Thu)","19","@BOU Sat 7:00AM","0","0","0%","1241.6","0%","0%"
"*04mks*","Terence Kongolo","FUL","D","599","W (Thu)","30","MCI Sat 4:30AM","0","0","0%","1167.6","0%","0%"
"*061vi*","Jamal Lowe","BOU","F","617","W (Thu)","29","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06hcm*","Callum Marshall","WHU","F","630","W (Thu)","19","LUT Sat 7:00AM","0","0","0%","-","0%","0%"
"*06cm5*","John McAtee","LUT","F","641","W (Thu)","24","@WHU Sat 7:00AM","0","0","0%","1138.8","0%","0%"
"*062oz*","Fabian Mrozek","LIV","G","669","W (Thu)","20","@AVL Mon 12:00PM","0","0","0%","1103.82","0%","0%"
"*06377*","Mateusz Musialowski","LIV","F","679","W (Thu)","20","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*06c69*","Zack Nelson","LUT","M","685","W (Thu)","19","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ewo*","Idris Odutayo","FUL","D","701","W (Thu)","21","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*066ro*","Maximillian Oyedele","MUN","M","722","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1220.7","0%","0%"
"*061xz*","Jonathan Panzo","NOT","D","725","W (Thu)","23","CHE Sat 9:30AM","0","0","0%","1124.6","0%","0%"
"*06icy*","Sydie Peck","SHU","M","731","W (Thu)","19","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*04boi*","Dion Pereira","LUT","M","734","W (Thu)","25","@WHU Sat 7:00AM","0","0","0%","1115.2","0%","0%"
"*06ex3*","Josh Powell","NOT","M","748","W (Thu)","19","CHE Sat 9:30AM","0","0","0%","-","0%","-0.1%"
"*062oi*","Kaden Rodney","CRY","M","769","W (Thu)","19","@WOL Sat 7:00AM","0","0","0%","1091.6","0%","0%"
"*0643v*","Dominic Sadi","BOU","F","775","W (Thu)","20","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*066se*","Charles Sagoe Junior","ARS","F","776","W (Thu)","19","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*06do2*","Callum Scanlon","LIV","D","789","W (Thu)","19","@AVL Mon 12:00PM","0","0","0%","1146.16","0%","0%"
"*068yw*","George Shelvey","NOT","G","800","W (Thu)","23","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*06idr*","Mahamadou Susoho","MCI","M","814","W (Thu)","19","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","-0.1%"
"*06cki*","Lawrence Vigouroux","BUR","G","850","W (Thu)","30","@TOT Sat 7:00AM","0","0","0%","1162.7","0%","0%"
"*062i1*","Reuell Walters","ARS","D","854","W (Thu)","19","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*05ye4*","Jack Wells-Morrison","CRY","M","858","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","0%","0%"
"*05oji*","Rhys Williams","LIV","D","868","W (Thu)","23","@AVL Mon 12:00PM","0","0","0%","-","0%","0%"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","870","W (Thu)","21","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","1120.7","0%","0%"
"*06igx*","Jacob Wright","MCI","M","874","W (Thu)","18","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","0%","0%"
"*05opi*","Andi Zeqiri","BHA","F","882","W (Thu)","24","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1129.6","0%","0%"
"*05r3x*","Oliwer Zych","AVL","G","883","W (Thu)","19","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*066t1*","Yago Alonso","TOT","F","888","W (Thu)","21","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","0%","0%"
"*06442*","Zach Abbott","NOT","D","296","W (Thu)","17","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*06ewt*","Sonny Aljofree","MUN","D","313","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*06fwk*","Emilio Ballard-Matthews","WOL","F","342","W (Thu)","16","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06icr*","Luca Barrington","BHA","F","347","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06fwn*","Steven Benda","FUL","G","357","W (Thu)","25","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*05yez*","Mika Biereth","ARS","F","366","W (Thu)","21","@MUN Sun 8:30AM","0","0","0%","-","0%","-0.1%"
"*062cs*","Bendeguz Bolla","WOL","D","371","W (Thu)","24","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06c6j*","Jili Buyabu","SHU","D","392","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","0%","0%"
"*06exg*","Nathan Carlyon","NEW","M","398","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1132.6","0%","0%"
"*06crn*","Toby Collyer","MUN","M","417","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","0%","0%"
"*05uwc*","Matthew Craig","TOT","M","425","W (Thu)","21","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","0%","-0.1%"
"*06jb3*","Ted Curd","CHE","G","428","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*066sz*","Alfie Dorrington","TOT","D","451","W (Thu)","19","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","0%","0%"
"*05yc5*","Josh Feeney","AVL","M","475","W (Thu)","19","LIV Mon 12:00PM","0","0","0%","-","0%","0%"
"*06cm3*","Aidan Francis-Clarke","LUT","D","487","W (Thu)","18","@WHU Sat 7:00AM","0","0","0%","1148.6","0%","0%"
"*06l4i*","Tyrique George","CHE","F","501","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06igr*","Michael Golding","CHE","M","505","W (Thu)","17","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*062z6*","Harvey Griffiths","WOL","M","517","W (Thu)","20","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06ids*","Adam Harrison","NEW","G","533","W (Thu)","17","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","-","0%","0%"
"*06kji*","Ollie Harrison","CHE","M","535","W (Thu)","16","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*06kqy*","Ayden Heaven","ARS","D","540","W (Thu)","17","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*06450*","Jack Hinchy","BHA","M","549","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06ive*","Thomas Holmes","LUT","D","555","W (Thu)","24","@WHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*066sh*","Bashir Humphreys","CHE","D","559","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1154.6","0%","0%"
"*06exf*","James Huntley","NEW","M","561","W (Thu)","20","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1145.25","0%","0%"
"*06ib2*","Leigh Kavanagh","BHA","D","582","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06igt*","Aaron Keto-Diyawa","WOL","D","587","W (Thu)","20","CRY Sat 7:00AM","0","0","0%","-","0%","0%"
"*06igf*","Adrian Mazilu","BHA","F","637","W (Thu)","18","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","0%","0%"
"*06ewq*","Delano McCoy-Splatt","FUL","M","644","W (Thu)","19","MCI Sat 4:30AM","0","0","0%","-","0%","0%"
"*06jgu*","Callan McKenna","BOU","G","647","W (Thu)","17","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*06idw*","Jenson Metcalfe","EVE","M","655","W (Thu)","19","SHU Sat 7:00AM","0","0","0%","-","0%","0%"
"*06lox*","Mikey Moore","TOT","M","663","W (Thu)","16","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","0%","0%"
