"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*061vk*","Jaidon Anthony","BOU","F","188","W (Thu)","24","BRF Sat 7:00AM","123.5","4.12","1%","1156.97","1%","-0.1%"
"*05yld*","Luis Diaz","LIV","F","190","NT 5","27","@AVL Mon 12:00PM","121.5","7.15","100%","25.28","100%","+0.1%"
"*062h9*","Luis Sinisterra","BOU","F","191","W (Thu)","24","BRF Sat 7:00AM","117.5","6.18","0%","-","5%","-0.5%"
"*05w9i*","Marc Cucurella","CHE","D","192","W (Thu)","25","@NOT Sat 9:30AM @BHA Wed11:45AM","117.25","4.89","33%","151.65","56%","+2.7%"
"*05u7f*","Ibrahima Konate","LIV","D","193","ColeFC","24","@AVL Mon 12:00PM","116","6.44","94%","105.15","78%","-1.8%"
"*0327r*","Michael Keane","EVE","D","194","W (Thu)","31","SHU Sat 7:00AM","115.75","9.65","48%","141.46","17%","-0.1%"
"*068yj*","Felipe","NOT","D","196","W (Thu)","34","CHE Sat 9:30AM","115.25","7.2","35%","147.08","15%","+0.1%"
"*063zh*","Thilo Kehrer","WHU","D","195","W (Thu)","27","LUT Sat 7:00AM","115.25","4.27","0%","1149.2","0%","0%"
"*068ym*","Enzo Fernandez","CHE","M","197","julian","23","@NOT Sat 9:30AM @BHA Wed11:45AM","115","6.39","99%","73.21","60%","-5.1%"
"*04u41*","Mateo Kovacic","MCI","M","198","W (Thu)","30","@FUL Sat 4:30AM @TOT Tue12:00PM","115","4.26","89%","109.2","40%","+0.4%"
"*04yme*","Robert Sanchez","CHE","G","199","W (Thu)","26","@NOT Sat 9:30AM @BHA Wed11:45AM","114.5","4.98","17%","221.38","13%","-0.4%"
"*0620k*","Nayef Aguerd","WHU","D","200","W (Thu)","28","LUT Sat 7:00AM","114","6.33","14%","267.04","11%","-0.3%"
"*03yeg*","Tosin Adarabioyo","FUL","D","201","W (Thu)","26","MCI Sat 4:30AM","113.5","4.54","2%","387.9","31%","-1.8%"
"*03rxs*","Harry Wilson","FUL","M","202","W (Thu)","27","MCI Sat 4:30AM","112.5","3.88","90%","100.69","39%","-0.4%"
"*04ge9*","Eddie Nketiah","ARS","F","203","W (Thu)","24","@MUN Sun 8:30AM","112","3.73","51%","138.06","32%","-0.4%"
"*061xw*","Joe Worrall","NOT","D","204","W (Thu)","27","CHE Sat 9:30AM","111","3.7","0%","1220.2","1%","0%"
"*063e7*","Marcos Senesi","BOU","D","205","NT 7","26","BRF Sat 7:00AM","110","3.55","3%","398.06","46%","-1%"
"*062ft*","Tyrell Malacia","MUN","D","206","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","108","4.91","0%","1161.6","0%","0%"
"*02lpl*","Seamus Coleman","EVE","D","207","W (Thu)","35","SHU Sat 7:00AM","106.25","4.62","0%","1132.9","1%","0%"
"*0649j*","Manuel Akanji","MCI","D","208","Pain","28","@FUL Sat 4:30AM @TOT Tue12:00PM","106","3.66","88%","107.73","91%","+3.3%"
"*049tq*","Dominic Calvert-Lewin","EVE","F","209","NT 7","27","SHU Sat 7:00AM","106","6.24","82%","115.07","79%","+1.8%"
"*063u9*","Remo Freuler","NOT","M","210","W (Thu)","32","CHE Sat 9:30AM","105.5","3.77","0%","1245.6","0%","0%"
"*04fk8*","Victor Lindelof","MUN","D","211","W (Thu)","29","ARS Sun 8:30AM NEW Wed12:00PM","104.75","5.24","1%","1111.52","4%","-0.1%"
"*04rha*","Jason Steele","BHA","G","212","W (Thu)","33","@NEW Sat 7:00AM CHE Wed11:45AM","104.25","6.95","42%","148.82","12%","-0.3%"
"*05n3v*","Konstantinos Tsimikas","LIV","D","213","W (Thu)","27","@AVL Mon 12:00PM","104","5.2","9%","316.94","12%","-0.4%"
"*062ir*","Clement Lenglet","AVL","D","214","W (Thu)","28","LIV Mon 12:00PM","102.75","3.95","0%","-","4%","-0.1%"
"*061vj*","Kieffer Moore","BOU","F","215","W (Thu)","31","BRF Sat 7:00AM","101.5","3.76","0%","1158.2","0%","0%"
"*05opn*","Carlos Vin?cius","FUL","F","217","W (Thu)","29","MCI Sat 4:30AM","100","3.57","28%","152.84","6%","0%"
"*05oh2*","Thiago Alc?ntara","LIV","M","216","W (Thu)","33","@AVL Mon 12:00PM","100","5.56","7%","339.31","2%","-0.1%"
"*05o4b*","Matty Cash","AVL","D","218","W (Thu)","26","LIV Mon 12:00PM","98.75","3.8","93%","106.78","61%","+4%"
"*068a3*","Danilo","NOT","M","219","W (Thu)","23","CHE Sat 9:30AM","98","7.54","24%","168.2","14%","+0.7%"
"*051k5*","Lloyd Kelly","BOU","D","220","W (Thu)","25","BRF Sat 7:00AM","97.75","4.25","0%","1232.2","2%","-0.7%"
"*05w91*","Hwang Hee-Chan","WOL","F","221","W (Thu)","28","CRY Sat 7:00AM","95.5","3.54","4%","384.42","70%","-2.9%"
"*06329*","Manor Solomon","TOT","F","222","W (Thu)","24","BUR Sat 7:00AM MCI Tue12:00PM","95","5","17%","237.35","13%","+0.1%"
"*0637b*","Orel Mangala","NOT","M","223","W (Thu)","26","CHE Sat 9:30AM","94","3.48","0%","-","1%","-0.1%"
"*04o82*","Curtis Jones","LIV","M","224","W (Thu)","23","@AVL Mon 12:00PM","93","5.17","34%","150.35","16%","-1%"
"*061va*","Boubacar Kamara","AVL","M","225","W (Thu)","24","LIV Mon 12:00PM","93","3.88","3%","389.9","7%","-0.2%"
"*04tm0*","Lucas Digne","AVL","D","227","DGPFC","30","LIV Mon 12:00PM","90.75","3.24","45%","140.46","79%","+1.6%"
"*06804*","Benoit Badiashile","CHE","D","226","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","90.75","8.25","11%","306.16","18%","+2.7%"
"*068n8*","Noni Madueke","CHE","F","228","W (Thu)","22","@NOT Sat 9:30AM @BHA Wed11:45AM","90.5","7.54","76%","120.75","70%","+12.8%"
"*061y6*","Ryan Yates","NOT","M","229","W (Thu)","26","CHE Sat 9:30AM","90","3.46","0%","1174.53","2%","0%"
"*05mxb*","Hakim Ziyech","CHE","M","230","W (Thu)","31","@NOT Sat 9:30AM @BHA Wed11:45AM","88.5","4.92","1%","1107.08","0%","0%"
"*05opl*","Wesley Fofana","CHE","D","231","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","88.25","5.19","1%","1115.34","3%","-0.1%"
"*04ylt*","Chris Mepham","BOU","D","232","W (Thu)","26","BRF Sat 7:00AM","88","3.38","0%","1104.7","2%","-0.1%"
"*056iy*","Pedro Neto","WOL","F","233","W (Thu)","24","CRY Sat 7:00AM","86.5","4.81","55%","136.02","73%","+7.8%"
"*04civ*","Scott McTominay","MUN","M","234","W (Thu)","27","ARS Sun 8:30AM NEW Wed12:00PM","85.5","3.56","4%","373.23","34%","-1.2%"
"*05os4*","Rayan Ait-Nouri","WOL","D","235","W (Thu)","22","CRY Sat 7:00AM","85","4.05","3%","381.72","48%","-11%"
"*04ge8*","Reiss Nelson","ARS","F","236","W (Thu)","24","@MUN Sun 8:30AM","84.5","7.68","2%","371.38","1%","-0.1%"
"*04mup*","Trevoh Chalobah","CHE","D","237","W (Thu)","24","@NOT Sat 9:30AM @BHA Wed11:45AM","84.25","3.37","1%","1152.7","19%","+9.5%"
"*067yz*","Matheus Cunha","WOL","F","238","BudsNBec","24","CRY Sat 7:00AM","83","4.88","34%","147.22","86%","-0.9%"
"*02m11*","Matt Doherty","WOL","D","239","W (Thu)","32","CRY Sat 7:00AM","82.75","6.9","68%","131.83","20%","-3.1%"
"*02lv9*","James Milner","BHA","M","240","W (Thu)","38","@NEW Sat 7:00AM CHE Wed11:45AM","82.5","2.66","4%","381.94","2%","-0.1%"
"*02lp9*","Kyle Walker","MCI","D","241","NT 7","33","@FUL Sat 4:30AM @TOT Tue12:00PM","81.5","3.02","73%","119.33","94%","+3.9%"
"*02lp5*","Adam Smith","BOU","D","243","W (Thu)","33","BRF Sat 7:00AM","81","2.19","0%","1188.65","10%","-2.1%"
"*05tz8*","Emmanuel Dennis","NOT","F","242","W (Thu)","26","CHE Sat 9:30AM","81","4.26","0%","1148.28","0%","0%"
"*062p5*","Levi Colwill","CHE","D","244","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","80.25","4.72","82%","119.34","52%","+1.5%"
"*05ue7*","Frank Onyeka","BRF","M","245","W (Thu)","26","@BOU Sat 7:00AM","79.5","3.79","0%","-","2%","-0.1%"
"*03gu4*","Harry Maguire","MUN","D","246","W (Thu)","31","ARS Sun 8:30AM NEW Wed12:00PM","77.25","4.83","27%","141.19","68%","+2.6%"
"*062og*","Aaron Hickey","BRF","D","247","W (Thu)","21","@BOU Sat 7:00AM","76.75","2.95","7%","338.51","2%","0%"
"*02opy*","Adam Lallana","BHA","M","248","W (Thu)","35","@NEW Sat 7:00AM CHE Wed11:45AM","76.5","4.78","1%","1160.8","1%","0%"
"*063q8*","Mikkel Damsgaard","BRF","M","249","W (Thu)","23","@BOU Sat 7:00AM","76","2.92","4%","377.11","4%","-0.4%"
"*02m5b*","Chris Wood","NOT","F","252","NT 7","32","CHE Sat 9:30AM","74.5","2.98","1%","1127.93","60%","+3.5%"
"*0328q*","Tom Cairney","FUL","M","250","W (Thu)","33","MCI Sat 4:30AM","74.5","2.26","0%","1180.6","7%","-0.1%"
"*04t95*","Oliver Skipp","TOT","M","251","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","74.5","3.24","1%","1113.45","1%","-0.1%"
"*05yg5*","Toti","WOL","D","253","W (Thu)","25","CRY Sat 7:00AM","73.5","4.32","0%","1227.2","15%","-2.5%"
"*03eki*","Cheikhou Kouyate","NOT","M","254","W (Thu)","34","CHE Sat 9:30AM","73.5","3.5","0%","1139.6","0%","0%"
"*060wh*","Alejandro Garnacho","MUN","M","255","NT 7","19","ARS Sun 8:30AM NEW Wed12:00PM","72.5","3.82","85%","112.22","96%","0%"
"*04io3*","Mario Lemina","WOL","M","256","W (Thu)","30","CRY Sat 7:00AM","72.5","3.82","0%","1183.66","49%","-1.4%"
"*03rxb*","Angelo Ogbonna","WHU","D","257","W (Thu)","35","LUT Sat 7:00AM","71.75","4.48","0%","1104.4","0%","0%"
"*05u1m*","Nathan Collins","BRF","D","258","W (Thu)","23","@BOU Sat 7:00AM","69.75","2.68","5%","349.96","41%","+2%"
"*061y0*","Scott McKenna","NOT","D","259","W (Thu)","27","CHE Sat 9:30AM","69.75","3.49","0%","1182.8","2%","+0.1%"
"*067zv*","Kevin Schade","BRF","M","261","W (Thu)","22","@BOU Sat 7:00AM","69.5","3.86","41%","143.4","25%","-0.6%"
"*05tr5*","Mads Roerslev","BRF","D","260","W (Thu)","24","@BOU Sat 7:00AM","69.5","3.48","0%","1105.03","11%","-1.1%"
"*04f6o*","Will Hughes","CRY","M","262","W (Thu)","29","@WOL Sat 7:00AM","68.5","2.54","0%","-","5%","-1.5%"
"*04tcc*","Jonny","WOL","D","263","W (Thu)","30","CRY Sat 7:00AM","67.75","3.76","0%","1144.7","0%","0%"
"*061z3*","Fabio Vieira","ARS","M","264","W (Thu)","23","@MUN Sun 8:30AM","66.5","3.02","3%","377.16","5%","0%"
"*05y9n*","Lewis Hall","NEW","D","266","W (Thu)","19","BHA Sat 7:00AM @MUN Wed12:00PM","66","7.33","29%","147.37","30%","+0.8%"
"*04qrc*","Raul Jimenez","FUL","F","267","W (Thu)","33","MCI Sat 4:30AM","66","4.4","64%","131.91","23%","-0.2%"
"*02yhi*","Philippe Coutinho","AVL","M","265","W (Thu)","31","LIV Mon 12:00PM","66","3.3","10%","309.17","1%","0%"
"*03z3w*","Joe Rothwell","BOU","M","268","W (Thu)","29","BRF Sat 7:00AM","65.5","3.27","0%","1181.2","0%","0%"
"*04mqu*","Aymeric Laporte","MCI","D","270","W (Thu)","29","@FUL Sat 4:30AM @TOT Tue12:00PM","64.5","5.38","5%","359.93","1%","0%"
"*04u6i*","Leander Dendoncker","AVL","M","269","W (Thu)","29","LIV Mon 12:00PM","64.5","2.69","0%","1154.47","0%","0%"
"*068a1*","Mykhailo Mudryk","CHE","M","271","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","64","4.27","100%","57.73","84%","+0.4%"
"*056mf*","Neal Maupay","BRF","F","272","W (Thu)","27","@BOU Sat 7:00AM","63.5","2.35","1%","1151.11","14%","-0.5%"
"*02xtd*","Sam Johnstone","CRY","G","274","W (Thu)","31","@WOL Sat 7:00AM","63","7","12%","287.76","11%","-0.1%"
"*05raa*","Hugo Bueno","WOL","D","273","W (Thu)","21","CRY Sat 7:00AM","63","3","1%","1150.4","1%","-0.1%"
"*04spw*","James Garner","EVE","M","275","BenM01","23","SHU Sat 7:00AM","62.5","3.91","5%","381.64","66%","+0.4%"
"*04fyg*","Zanka","BRF","D","276","W (Thu)","34","@BOU Sat 7:00AM","62.25","3.46","0%","1211.6","4%","-0.6%"
"*0372y*","Matt Targett","NEW","D","277","W (Thu)","28","BHA Sat 7:00AM @MUN Wed12:00PM","62.25","3.66","4%","366.79","1%","0%"
"*0435s*","Joel Matip","LIV","D","278","W (Thu)","32","@AVL Mon 12:00PM","62","4.43","3%","375.52","3%","0%"
"*04mqv*","Emerson","WHU","D","279","W (Thu)","29","LUT Sat 7:00AM","61.75","2.81","11%","293.08","53%","-0.1%"
"*05opj*","Elliot Anderson","NEW","M","280","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","60.5","2.75","16%","240.68","15%","-2.3%"
"*063e8*","Gon?alo Guedes","WOL","F","281","W (Thu)","27","CRY Sat 7:00AM","60","4.62","0%","1142.18","0%","0%"
"*068yr*","Hamed Traore","BOU","M","282","W (Thu)","24","BRF Sat 7:00AM","58","8.29","72%","122.24","20%","0%"
"*04jyc*","Davinson Sanchez","TOT","D","283","W (Thu)","27","BUR Sat 7:00AM MCI Tue12:00PM","57.25","3.18","0%","1135.4","0%","0%"
"*05w9r*","Takehiro Tomiyasu","ARS","D","285","W (Thu)","25","@MUN Sun 8:30AM","56.5","2.69","3%","377.32","31%","+6.8%"
"*02ltw*","Fraser Forster","TOT","G","284","W (Thu)","36","BUR Sat 7:00AM MCI Tue12:00PM","56.5","4.04","0%","-","0%","0%"
"*04qfm*","Ryan Sessegnon","TOT","D","286","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","55","3.24","0%","1148.31","0%","-0.1%"
"*04mcg*","Ben Johnson","WHU","D","287","W (Thu)","24","LUT Sat 7:00AM","54.5","3.21","0%","-","0%","0%"
"*04qr0*","Willy Boly","NOT","D","288","BenM01","33","CHE Sat 9:30AM","54.25","4.93","0%","1157.98","32%","+4.9%"
"*05trd*","Shandon Baptiste","BRF","M","289","W (Thu)","26","@BOU Sat 7:00AM","52","2.26","0%","1106.66","0%","-0.1%"
"*05m46*","Luke Thomas","SHU","D","290","W (Thu)","22","@EVE Sat 7:00AM","51","3","0%","-","0%","0%"
"*05r8o*","Jean-Philippe Mateta","CRY","F","291","julian","26","@WOL Sat 7:00AM","49","1.69","1%","1145.56","69%","-0.9%"
"*062x7*","Rico Lewis","MCI","D","292","W (Thu)","19","@FUL Sat 4:30AM @TOT Tue12:00PM","48.5","3.46","22%","188.65","29%","-2.4%"
"*05yct*","Nathan Patterson","EVE","D","293","W (Thu)","22","SHU Sat 7:00AM","48.5","2.55","3%","380.31","2%","0%"
"*068a7*","Pablo Sarabia","WOL","M","294","NT 5","31","CRY Sat 7:00AM","47.5","3.65","8%","332.13","67%","-5.7%"
"*067yu*","Facundo Buonanotte","BHA","M","295","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","47","3.62","14%","275.59","15%","+0.2%"
"*062p0*","Stefan Bajcetic","LIV","M","296","W (Thu)","19","@AVL Mon 12:00PM","46.5","4.23","2%","1120.71","1%","-0.1%"
"*062cw*","Stefan Ortega Moreno","MCI","G","297","W (Thu)","31","@FUL Sat 4:30AM @TOT Tue12:00PM","46.25","15.42","1%","1158.05","19%","+13.5%"
"*05749*","Kieran Tierney","ARS","D","298","W (Thu)","26","@MUN Sun 8:30AM","46","1.7","7%","334.34","2%","0%"
"*05ojf*","F?bio Carvalho","LIV","M","299","W (Thu)","21","@AVL Mon 12:00PM","45.5","3.5","0%","-","0%","0%"
"*068yd*","Joao Gomes","WOL","M","300","W (Thu)","23","CRY Sat 7:00AM","45","4.09","2%","1119.6","29%","-6%"
"*062h8*","Moussa Niakhate","NOT","D","301","W (Thu)","28","CHE Sat 9:30AM","44","3.14","0%","1163.31","1%","+0.3%"
"*04sft*","Yves Bissouma","TOT","M","302","W (Thu)","27","BUR Sat 7:00AM MCI Tue12:00PM","43","1.87","15%","237.97","32%","-0.9%"
"*02t1k*","Nathaniel Clyne","CRY","D","303","W (Thu)","33","@WOL Sat 7:00AM","40.25","1.83","0%","1118.6","2%","-0.2%"
"*05gvx*","Armando Broja","FUL","F","304","W (Thu)","22","MCI Sat 4:30AM","40","3.33","1%","1141.43","5%","0%"
"*068sd*","Jakub Kiwior","ARS","D","305","W (Thu)","24","@MUN Sun 8:30AM","39.5","5.64","1%","1125.76","38%","-0.3%"
"*03rvw*","Harry Toffolo","NOT","D","306","W (Thu)","28","CHE Sat 9:30AM","39.5","2.08","0%","-","11%","-0.1%"
"*05re5*","Carney Chukwuemeka","CHE","M","307","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","39","2.79","23%","170.44","4%","-0.1%"
"*05l8q*","Cole Palmer","CHE","M","309","NT 5","22","@NOT Sat 9:30AM @BHA Wed11:45AM","38.5","2.75","16%","247.34","86%","0%"
"*04mlb*","Lewis O'Brien","NOT","M","308","W (Thu)","25","CHE Sat 9:30AM","38.5","2.96","0%","-","0%","0%"
"*04vy4*","Mark Travers","BOU","G","310","W (Thu)","24","BRF Sat 7:00AM","36.75","3.06","0%","1160.6","5%","-0.5%"
"*03v6s*","Mason Holgate","SHU","D","311","W (Thu)","27","@EVE Sat 7:00AM","35.5","4.44","0%","1171.6","0%","-0.1%"
"*05uel*","Kristoffer Ajer","BRF","D","312","W (Thu)","26","@BOU Sat 7:00AM","35.25","3.92","0%","1146.53","28%","+0.9%"
"*05ogb*","Anthony Elanga","NOT","F","313","BenM01","22","CHE Sat 9:30AM","34.5","2.16","42%","145.2","74%","+2.5%"
"*05ue3*","Albert Sambi Lokonga","LUT","M","314","W (Thu)","24","@WHU Sat 7:00AM","32.5","2.17","0%","1097.8","3%","+0.3%"
"*051ki*","Ben Godfrey","EVE","D","315","W (Thu)","26","SHU Sat 7:00AM","31.25","2.4","0%","1204.7","19%","+10.9%"
"*044nm*","Rob Holding","CRY","D","316","W (Thu)","28","@WOL Sat 7:00AM","30.5","2.18","0%","1139.15","0%","0%"
"*02ln2*","Jonny Evans","MUN","D","317","W (Thu)","36","ARS Sun 8:30AM NEW Wed12:00PM","30.25","2.33","0%","1140.9","2%","+0.3%"
"*035n1*","Bertrand Traore","AVL","M","318","W (Thu)","28","LIV Mon 12:00PM","29.5","3.69","0%","1164.47","0%","0%"
"*05a6d*","Tariq Lamptey","BHA","D","319","W (Thu)","23","@NEW Sat 7:00AM CHE Wed11:45AM","28.5","1.43","11%","289.99","5%","-0.1%"
"*04sat*","Emile Smith Rowe","ARS","M","320","W (Thu)","23","@MUN Sun 8:30AM","27","2.25","19%","216.83","9%","-0.3%"
"*05x9k*","Jeremy Sarmiento","BHA","F","321","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","26.5","2.94","0%","-","0%","0%"
"*04mr4*","Martin Dubravka","NEW","G","322","W (Thu)","35","BHA Sat 7:00AM @MUN Wed12:00PM","26.25","13.12","1%","1116.86","55%","+5.6%"
"*02lkm*","Jonjo Shelvey","NOT","M","323","W (Thu)","32","CHE Sat 9:30AM","25","2.27","0%","1152.4","0%","0%"
"*063w0*","Sergio Gomez","MCI","D","324","W (Thu)","23","@FUL Sat 4:30AM @TOT Tue12:00PM","24.5","2.04","2%","1089.83","1%","0%"
"*052cc*","Billy Gilmour","BHA","M","325","W (Thu)","22","@NEW Sat 7:00AM CHE Wed11:45AM","24","1.71","3%","397.79","14%","+0.9%"
"*062p3*","Keane Lewis-Potter","BRF","F","326","W (Thu)","23","@BOU Sat 7:00AM","24","2.4","2%","1102.45","5%","-0.4%"
"*064a1*","Boubacar Traore","WOL","M","327","W (Thu)","22","CRY Sat 7:00AM","24","2.4","0%","1152.2","1%","-0.1%"
"*05w7t*","Pape Sarr","TOT","M","329","W (Thu)","21","BUR Sat 7:00AM MCI Tue12:00PM","23.5","2.14","2%","371.62","47%","-1%"
"*062hb*","Flynn Downes","WHU","M","328","W (Thu)","25","LUT Sat 7:00AM","23.5","1.12","1%","1144.22","0%","0%"
"*068y0*","Antoine Semenyo","BOU","F","330","W (Thu)","24","BRF Sat 7:00AM","22.5","2.05","0%","1068.21","51%","-13%"
"*0635j*","Chris Richards","CRY","D","332","W (Thu)","24","@WOL Sat 7:00AM","21.5","2.39","0%","1140.6","7%","+0.9%"
"*040ah*","Tom Davies","SHU","M","331","W (Thu)","25","@EVE Sat 7:00AM","21.5","1.13","0%","-","0%","0%"
"*02lo6*","Daniel Bentley","WOL","G","333","W (Thu)","30","CRY Sat 7:00AM","21.25","10.62","0%","1221.15","1%","-0.1%"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","334","W (Thu)","27","SHU Sat 7:00AM","21","2.33","54%","135.9","14%","0%"
"*05osa*","Robin Olsen","AVL","G","335","W (Thu)","34","LIV Mon 12:00PM","20.5","5.12","0%","1210.27","2%","+0.8%"
"*05n03*","Kalvin Phillips","WHU","M","336","W (Thu)","28","LUT Sat 7:00AM","20","1.67","1%","1124.56","3%","-0.1%"
"*05trk*","Saman Ghoddos","BRF","F","337","W (Thu)","30","@BOU Sat 7:00AM","19","1.27","0%","-","0%","0%"
"*03r8r*","Ryan Fraser","NEW","M","338","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","18","2.25","0%","1151.6","0%","0%"
"*068yt*","Sasa Lukic","FUL","M","339","W (Thu)","27","MCI Sat 4:30AM","16.5","1.38","0%","1234.2","1%","-0.1%"
"*02t1j*","Calum Chambers","AVL","D","340","W (Thu)","29","LIV Mon 12:00PM","15","1.07","0%","1143.63","0%","0%"
"*067z4*","David Datro Fofana","BUR","F","343","W (Thu)","21","@TOT Sat 7:00AM","14.5","4.83","0%","1052.6","20%","-1.7%"
"*05w90*","Maxwel Cornet","WHU","M","342","W (Thu)","27","LUT Sat 7:00AM","14.5","1.04","2%","1092.75","1%","0%"
"*03r9c*","C?dric Soares","ARS","D","341","W (Thu)","32","@MUN Sun 8:30AM","14.5","1.81","0%","1092.67","0%","0%"
"*04rex*","Marek Rodak","FUL","G","345","W (Thu)","27","MCI Sat 4:30AM","12.5","6.25","0%","1251.2","0%","0%"
"*05uh9*","Bryan Gil","TOT","F","344","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","12.5","3.12","0%","-","0%","0%"
"*068se*","Jhon Duran","AVL","F","346","W (Thu)","20","LIV Mon 12:00PM","11","0.92","1%","1066.13","3%","0%"
"*05o2l*","Donny van de Beek","MUN","M","347","W (Thu)","27","ARS Sun 8:30AM NEW Wed12:00PM","10.5","1.5","0%","1144.94","0%","0%"
"*02rn6*","James Tomkins","CRY","D","348","W (Thu)","35","@WOL Sat 7:00AM","9.25","1.54","0%","-","0%","0%"
"*061vo*","Jay Stansfield","FUL","F","349","W (Thu)","21","MCI Sat 4:30AM","9","3","0%","1144.6","0%","0%"
"*02m1g*","Wayne Hennessey","NOT","G","350","W (Thu)","37","CHE Sat 9:30AM","8.75","2.19","0%","1171.8","0%","0%"
"*03pih*","Kevin Mbabu","FUL","D","351","W (Thu)","29","MCI Sat 4:30AM","8.5","1.42","0%","1071.6","0%","0%"
"*05oef*","Alphonse Areola","WHU","G","352","DGPFC","31","LUT Sat 7:00AM","8.25","1.65","2%","399.56","50%","+5.1%"
"*05oh0*","Jan-Paul van Hecke","BHA","D","353","W (Thu)","23","@NEW Sat 7:00AM CHE Wed11:45AM","7.25","0.91","1%","1145.38","25%","-3.8%"
"*04rh9*","David Brooks","BOU","M","354","W (Thu)","26","BRF Sat 7:00AM","7","1.17","10%","295.92","3%","0%"
"*03r8t*","Matt Ritchie","NEW","D","356","W (Thu)","34","BHA Sat 7:00AM @MUN Wed12:00PM","7","1","0%","1109.21","0%","0%"
"*0411y*","Sergi Canos","BRF","F","355","W (Thu)","27","@BOU Sat 7:00AM","7","1.4","0%","-","0%","0%"
"*068yc*","Yasin Ayari","BHA","M","357","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","6","2","0%","1144.7","0%","0%"
"*05s08*","Valentino Livramento","NEW","D","358","DGPFC","21","BHA Sat 7:00AM @MUN Wed12:00PM","5.75","2.88","12%","267.97","34%","+13.7%"
"*061v9*","Diego Carlos","AVL","D","360","W (Thu)","31","LIV Mon 12:00PM","5.5","1.83","6%","346.01","6%","-0.2%"
"*067yx*","Gustavo Scarpa","NOT","M","359","W (Thu)","30","CHE Sat 9:30AM","5.5","0.92","0%","1135.7","0%","-0.1%"
"*04rxe*","Nathaniel Phillips","LIV","D","361","W (Thu)","27","@AVL Mon 12:00PM","5.25","2.62","0%","-","0%","0%"
"*045ob*","Caoimhin Kelleher","LIV","G","362","W (Thu)","25","@AVL Mon 12:00PM","5","5","1%","1125.32","10%","-1.3%"
"*0645x*","Divin Mubama","WHU","F","364","W (Thu)","19","LUT Sat 7:00AM","4","1.33","3%","371.95","1%","0%"
"*066ni*","Thomas Cannon","EVE","F","363","W (Thu)","21","SHU Sat 7:00AM","4","2","0%","-","0%","0%"
"*062ck*","Malcolm Ebiowei","CRY","M","365","W (Thu)","20","@WOL Sat 7:00AM","3","1","0%","1084.14","0%","0%"
"*04tsd*","Japhet Tanganga","TOT","D","366","W (Thu)","25","BUR Sat 7:00AM MCI Tue12:00PM","3","0.75","0%","1143.86","0%","0%"
"*05ou8*","Facundo Pellistri","MUN","M","368","W (Thu)","22","ARS Sun 8:30AM NEW Wed12:00PM","2.5","0.62","0%","1140.26","1%","0%"
"*068ys*","Naouirou Ahamada","CRY","M","367","W (Thu)","22","@WOL Sat 7:00AM","2.5","0.31","1%","1102.55","0%","0%"
"*03hvn*","Javier Manquillo","NEW","D","370","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","2.25","0.56","0%","-","0%","0%"
"*062pa*","Joseph Whitworth","CRY","G","371","W (Thu)","20","@WOL Sat 7:00AM","2.25","1.12","0%","1145.2","0%","0%"
"*05tr4*","Mads Bech Sorensen","BRF","D","369","W (Thu)","25","@BOU Sat 7:00AM","2.25","0.56","0%","1169.77","0%","0%"
"*066nn*","Ben Doak","LIV","F","374","W (Thu)","18","@AVL Mon 12:00PM","2","1","1%","1131.76","1%","+0.1%"
"*062ts*","Djed Spence","TOT","D","376","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","2","0.5","0%","1169.02","0%","0%"
"*04gyz*","Jairo Riedewald","CRY","M","375","W (Thu)","27","@WOL Sat 7:00AM","2","0.33","0%","1137.13","0%","0%"
"*05a6j*","Chem Campbell","WOL","F","373","W (Thu)","21","CRY Sat 7:00AM","2","0.4","0%","-","0%","0%"
"*062dp*","Giulian Biancone","NOT","D","372","W (Thu)","24","CHE Sat 9:30AM","2","1","0%","1152.6","0%","0%"
"*068yi*","Illia Zabarnyi","BOU","D","380","W (Thu)","21","BRF Sat 7:00AM","1.5","0.3","0%","1208.77","24%","-3.9%"
"*06492*","Sasa Kalajdzic","WOL","F","378","W (Thu)","26","CRY Sat 7:00AM","1.5","1.5","5%","372.73","1%","0%"
