"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*03v9d*","Son Heung-Min","TOT","F","23","NT 7","31","BUR Sat 7:00AM MCI Tue12:00PM","374","10.39","100%","11.69","100%","0%"
"*04tig*","Fabian Schar","NEW","D","24","Pain","32","BHA Sat 7:00AM @MUN Wed12:00PM","357.75","9.94","99%","69.3","85%","-14.1%"
"*046c5*","Jarrod Bowen","WHU","M","25","Pain","27","LUT Sat 7:00AM","357.5","9.41","100%","32.51","100%","+0.1%"
"*0522h*","Alexis Mac Allister","LIV","M","26","BenM01","25","@AVL Mon 12:00PM","355.5","10.16","100%","40.17","98%","-0.3%"
"*04p0d*","Dwight McNeil","EVE","M","27","ColeFC","24","SHU Sat 7:00AM","354.5","9.85","96%","76.27","97%","+0.4%"
"*038ze*","Alex Iwobi","FUL","M","28","julian","28","MCI Sat 4:30AM","354","9.32","94%","95.62","85%","-0.8%"
"*062ci*","Kaoru Mitoma","BHA","M","29","W (Thu)","26","@NEW Sat 7:00AM CHE Wed11:45AM","349.5","10.59","100%","19.36","48%","-0.3%"
"*03dx7*","Ben Mee","BRF","D","30","W (Thu)","34","@BOU Sat 7:00AM","349","9.43","99%","81.6","30%","-0.1%"
"*0520r*","Leandro Trossard","ARS","M","31","BenM01","29","@MUN Sun 8:30AM","347","9.64","100%","57.04","96%","+0.1%"
"*04abb*","Phil Foden","MCI","M","32","julian","23","@FUL Sat 4:30AM @TOT Tue12:00PM","343","10.72","100%","16.45","100%","0%"
"*045c8*","Gabriel Jesus","ARS","F","33","ColeFC","27","@MUN Sun 8:30AM","335","12.88","100%","20.71","97%","-0.6%"
"*0554i*","Joelinton","NEW","M","34","W (Thu)","27","BHA Sat 7:00AM @MUN Wed12:00PM","333.5","10.42","100%","65.6","41%","+2.4%"
"*0427d*","James Tarkowski","EVE","D","35","DGPFC","31","SHU Sat 7:00AM","323.5","8.51","94%","94.48","99%","+0.2%"
"*04spq*","Jack Harrison","EVE","M","36","W (Thu)","27","SHU Sat 7:00AM","321","8.92","0%","1101.63","44%","+1.8%"
"*04spp*","Douglas Luiz","AVL","M","37","ColeFC","25","LIV Mon 12:00PM","320","8.65","97%","92.31","99%","-0.3%"
"*03r8x*","Callum Wilson","NEW","F","38","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","315.5","10.18","100%","49.19","66%","+9.2%"
"*02lm7*","Jack Grealish","MCI","M","39","ColeFC","28","@FUL Sat 4:30AM @TOT Tue12:00PM","312.5","11.16","100%","15","89%","+0.3%"
"*04sjt*","Alisson","LIV","G","40","NT 7","31","@AVL Mon 12:00PM","310.25","8.39","100%","72.33","95%","0%"
"*04qor*","Bernd Leno","FUL","G","41","BenM01","32","MCI Sat 4:30AM","309.5","8.6","80%","127.21","87%","+1.9%"
"*05tr9*","Mathias Jensen","BRF","M","42","BudsNBec","28","@BOU Sat 7:00AM","307.5","8.31","83%","116.67","87%","+1%"
"*05tr1*","Ethan Pinnock","BRF","D","43","NT 5","30","@BOU Sat 7:00AM","305","10.17","99%","71.36","89%","+1.6%"
"*04agz*","Declan Rice","ARS","M","45","BenM01","25","@MUN Sun 8:30AM","303.5","8.2","99%","49.36","100%","0%"
"*051k3*","Jacob Ramsey","AVL","M","44","BenM01","22","LIV Mon 12:00PM","303.5","8.67","87%","110.99","30%","-0.4%"
"*04ge6*","Joe Willock","NEW","M","46","W (Thu)","24","BHA Sat 7:00AM @MUN Wed12:00PM","300.5","8.59","45%","145.1","20%","-0.4%"
"*05oyq*","Said Benrahma","WHU","M","47","W (Thu)","28","LUT Sat 7:00AM","299.5","8.56","96%","93.89","29%","0%"
"*04yo6*","Miguel Almiron","NEW","M","48","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","298","8.76","100%","69.84","60%","+0.7%"
"*03jly*","Andreas Pereira","FUL","M","49","NT 7","28","MCI Sat 4:30AM","293","8.88","98%","75.61","96%","+0.1%"
"*063zg*","Pervis Estupinan","BHA","D","50","W (Thu)","26","@NEW Sat 7:00AM CHE Wed11:45AM","290.25","8.29","100%","42.99","60%","-4.1%"
"*0524k*","Rodri","MCI","M","51","NT 7","27","@FUL Sat 4:30AM @TOT Tue12:00PM","289.5","8.04","99%","54.4","100%","0%"
"*04abn*","Harvey Barnes","NEW","M","52","W (Thu)","26","BHA Sat 7:00AM @MUN Wed12:00PM","285.5","8.4","98%","58.63","72%","+2.1%"
"*044ei*","Nick Pope","NEW","G","53","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","284.5","7.69","99%","90.17","45%","+4.2%"
"*02lz0*","Emiliano Martinez","AVL","G","54","BudsNBec","31","LIV Mon 12:00PM","279.25","7.76","95%","111.54","77%","-5.6%"
"*04f67*","Philip Billing","BOU","M","55","W (Thu)","27","BRF Sat 7:00AM","277.5","7.71","75%","128.35","37%","-0.7%"
"*02oq6*","Luke Shaw","MUN","D","56","W (Thu)","28","ARS Sun 8:30AM NEW Wed12:00PM","277.25","8.94","100%","39.23","39%","-0.1%"
"*061yd*","Ivan Perisic","TOT","M","57","W (Thu)","35","BUR Sat 7:00AM MCI Tue12:00PM","277","8.15","55%","135","18%","0%"
"*03scr*","Aleksandar Mitrovic","FUL","F","59","W (Thu)","29","MCI Sat 4:30AM","274","11.42","94%","81.44","20%","0%"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","58","W (Thu)","28","BUR Sat 7:00AM MCI Tue12:00PM","274","7.83","42%","141.26","16%","-1.9%"
"*037mo*","Willian","FUL","F","60","Pain","35","MCI Sat 4:30AM","271","10.04","85%","107.73","72%","-0.5%"
"*05ylj*","Bruno Guimar?es","NEW","M","61","julian","26","BHA Sat 7:00AM @MUN Wed12:00PM","270.5","8.45","100%","39.29","100%","0%"
"*03gu5*","Andrew Robertson","LIV","D","62","ColeFC","30","@AVL Mon 12:00PM","269.25","7.92","100%","30.96","99%","+0.2%"
"*02lsa*","Dan Burn","NEW","D","63","NT 7","31","BHA Sat 7:00AM @MUN Wed12:00PM","268.25","7.06","96%","103.53","97%","+0.8%"
"*0647t*","Lucas Paquet?","WHU","M","64","Pain","26","LUT Sat 7:00AM","268","9.57","100%","51.97","99%","0%"
"*03fgo*","Dominic Solanke","BOU","F","65","Pain","26","BRF Sat 7:00AM","267","8.09","88%","107.86","99%","0%"
"*05nzu*","Gabriel Magalh?es","ARS","D","66","NT 7","26","@MUN Sun 8:30AM","266","7","99%","79.5","99%","0%"
"*061x2*","Darwin Nunez","LIV","F","68","BenM01","24","@AVL Mon 12:00PM","265.5","9.16","100%","22.9","100%","0%"
"*05o6h*","Kai Havertz","ARS","F","67","BudsNBec","24","@MUN Sun 8:30AM","265.5","7.59","100%","44.93","99%","+0.1%"
"*05gcp*","Tomas Soucek","WHU","M","69","W (Thu)","29","LUT Sat 7:00AM","264","7.33","59%","136.81","82%","+0.3%"
"*05rb8*","Moises Caicedo","CHE","M","70","W (Thu)","22","@NOT Sat 9:30AM @BHA Wed11:45AM","263","7.11","91%","101.42","59%","-3.2%"
"*05udg*","Jos? S?","WOL","G","71","W (Thu)","31","CRY Sat 7:00AM","261.5","7.26","59%","132.55","70%","-6.6%"
"*061ya*","Brennan Johnson","TOT","F","72","DGPFC","22","BUR Sat 7:00AM MCI Tue12:00PM","259.5","6.83","92%","98.78","92%","-1.5%"
"*04e1e*","Ben White","ARS","D","73","BudsNBec","26","@MUN Sun 8:30AM","258.25","6.8","98%","87.28","99%","0%"
"*03vlj*","Virgil van Dijk","LIV","D","74","BenM01","32","@AVL Mon 12:00PM","253.75","7.93","100%","43.76","100%","-0.3%"
"*05oeh*","Kenny Tete","FUL","D","75","W (Thu)","28","MCI Sat 4:30AM","253.25","8.17","97%","91.8","30%","+0.1%"
"*02lym*","Lukasz Fabianski","WHU","G","76","W (Thu)","39","LUT Sat 7:00AM","253","7.03","13%","277.66","9%","-1.2%"
"*04amh*","Aaron Ramsdale","ARS","G","77","W (Thu)","25","@MUN Sun 8:30AM","252.5","6.64","94%","101.49","31%","+0.1%"
"*062a9*","Sven Botman","NEW","D","78","W (Thu)","24","BHA Sat 7:00AM @MUN Wed12:00PM","250","6.94","99%","82.67","41%","-0.5%"
"*032f9*","Jordan Pickford","EVE","G","79","julian","30","SHU Sat 7:00AM","247.75","6.7","63%","133.28","86%","+4.3%"
"*03sgc*","Jordan Ayew","CRY","F","80","W (Thu)","32","@WOL Sat 7:00AM","247","6.5","58%","131.36","70%","-1.4%"
"*05ylx*","Dejan Kulusevski","TOT","M","81","NT 5","24","BUR Sat 7:00AM MCI Tue12:00PM","246","8.2","100%","44.05","99%","0%"
"*04qfz*","Diogo Dalot","MUN","D","82","julian","25","ARS Sun 8:30AM NEW Wed12:00PM","245.5","9.44","99%","79.85","98%","-0.2%"
"*04gw7*","Jadon Sancho","MUN","M","83","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","242","9.31","97%","90.47","24%","0%"
"*0642l*","Casemiro","MUN","M","84","W (Thu)","32","ARS Sun 8:30AM NEW Wed12:00PM","240","8.57","99%","67.86","73%","+2.4%"
"*051kl*","Emiliano Buendia","AVL","M","85","W (Thu)","27","LIV Mon 12:00PM","236.5","6.22","75%","115.97","21%","0%"
"*04yo7*","Youri Tielemans","AVL","M","87","W (Thu)","26","LIV Mon 12:00PM","234.5","7.56","98%","86.03","50%","-4.9%"
"*03yq8*","Demarai Gray","EVE","M","86","W (Thu)","27","SHU Sat 7:00AM","234.5","7.11","45%","144.79","11%","0%"
"*02lnx*","Danny Welbeck","BHA","F","88","W (Thu)","33","@NEW Sat 7:00AM CHE Wed11:45AM","232.5","7.5","34%","150.24","26%","+0.4%"
"*03rzp*","Antonee Robinson","FUL","D","89","NT 5","26","MCI Sat 4:30AM","231","6.6","83%","116.07","95%","+0.3%"
"*04u40*","Kepa","CHE","G","90","W (Thu)","29","@NOT Sat 9:30AM @BHA Wed11:45AM","226.75","7.82","46%","141.55","12%","0%"
"*0646f*","Alexander Isak","NEW","F","91","DGPFC","24","BHA Sat 7:00AM @MUN Wed12:00PM","226","10.27","100%","19.86","100%","0%"
"*04fk6*","Bernardo Silva","MCI","M","92","NT 5","29","@FUL Sat 4:30AM @TOT Tue12:00PM","225.5","6.63","100%","58.48","100%","+0.1%"
"*04tzt*","Jefferson Lerma","CRY","M","93","W (Thu)","29","@WOL Sat 7:00AM","222.5","6.01","13%","288.32","30%","-0.9%"
"*0639x*","Marcus Tavernier","BOU","M","94","W (Thu)","25","BRF Sat 7:00AM","219.5","9.54","34%","147.53","49%","-1.7%"
"*05o4c*","Timothy Castagne","FUL","D","95","W (Thu)","28","MCI Sat 4:30AM","216","5.84","0%","-","51%","+9.3%"
"*037wp*","Christian Eriksen","MUN","M","96","W (Thu)","32","ARS Sun 8:30AM NEW Wed12:00PM","216","7.71","76%","122.28","33%","+1.3%"
"*062cn*","Julian Alvarez","MCI","F","97","Pain","24","@FUL Sat 4:30AM @TOT Tue12:00PM","215","6.94","100%","58.03","100%","0%"
"*037mt*","Harrison Reed","FUL","M","98","W (Thu)","29","MCI Sat 4:30AM","213.5","5.77","4%","398.16","3%","0%"
"*02lkp*","Raheem Sterling","CHE","F","99","ColeFC","29","@NOT Sat 9:30AM @BHA Wed11:45AM","211.5","7.55","100%","57.73","83%","-3.2%"
"*051k0*","John McGinn","AVL","M","100","DGPFC","29","LIV Mon 12:00PM","208.5","6.13","64%","130.69","91%","0%"
"*05os9*","Thomas Partey","ARS","M","102","W (Thu)","30","@MUN Sun 8:30AM","207","6.27","25%","151.19","21%","+0.1%"
"*03rec*","Tyrone Mings","AVL","D","101","W (Thu)","31","LIV Mon 12:00PM","207","5.91","61%","131.87","13%","-0.1%"
"*05uns*","Leon Bailey","AVL","F","103","NT 5","26","LIV Mon 12:00PM","206.5","6.26","43%","144.03","91%","-0.1%"
"*063e3*","Neto","BOU","G","104","W (Thu)","34","BRF Sat 7:00AM","206.25","7.64","6%","359.35","47%","-7.2%"
"*02oo1*","Ben Davies","TOT","D","105","W (Thu)","31","BUR Sat 7:00AM MCI Tue12:00PM","205.25","6.62","11%","295.51","15%","-19.1%"
"*062dt*","Jo?o Palhinha","FUL","M","107","ColeFC","28","MCI Sat 4:30AM","205","5.86","29%","144.89","67%","0%"
"*05gcq*","Daniel Podence","WOL","F","106","W (Thu)","28","CRY Sat 7:00AM","205","6.41","6%","359.51","1%","0%"
"*062ot*","Cheick Doucoure","CRY","M","108","W (Thu)","24","@WOL Sat 7:00AM","203","5.97","23%","179.62","8%","+0.1%"
"*063zi*","Matheus Nunes","MCI","M","109","W (Thu)","25","@FUL Sat 4:30AM @TOT Tue12:00PM","199.5","5.87","30%","151.65","21%","-0.7%"
"*063hu*","Amadou Onana","EVE","M","110","W (Thu)","22","SHU Sat 7:00AM","199.5","6.05","13%","280.14","19%","-1.1%"
"*05os8*","Joachim Andersen","CRY","D","111","NT 7","27","@WOL Sat 7:00AM","197.25","6.16","47%","142.55","92%","+0.3%"
"*05tqz*","Rico Henry","BRF","D","112","W (Thu)","26","@BOU Sat 7:00AM","197.25","5.33","68%","131.45","17%","-0.1%"
"*04rhc*","Vicente Guaita","CRY","G","113","W (Thu)","37","@WOL Sat 7:00AM","195.5","7.24","1%","1114.05","1%","0%"
"*067yv*","Cody Gakpo","LIV","F","114","W (Thu)","25","@AVL Mon 12:00PM","194","9.24","100%","26.83","89%","+0.9%"
"*0649i*","Antony","MUN","F","116","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","192.5","7.7","99%","64.5","54%","+10.9%"
"*03dyl*","Jeffrey Schlupp","CRY","M","115","W (Thu)","31","@WOL Sat 7:00AM","192.5","5.66","6%","358.56","10%","+0.4%"
"*043c1*","Oleksandr Zinchenko","ARS","D","118","BenM01","27","@MUN Sun 8:30AM","189.25","7.01","99%","76.54","91%","+0.8%"
"*04yey*","Max Kilman","WOL","D","117","NT 5","26","CRY Sat 7:00AM","189.25","5.11","19%","216.36","57%","-4.8%"
"*03u2b*","Adama Traore","FUL","F","119","W (Thu)","28","MCI Sat 4:30AM","188","5.53","1%","1100.27","2%","-0.1%"
"*03rxa*","Idrissa Gueye","EVE","M","120","W (Thu)","34","SHU Sat 7:00AM","184.5","5.59","4%","386.42","13%","+6.5%"
"*0558w*","William Saliba","ARS","D","121","Pain","23","@MUN Sun 8:30AM","183.5","6.8","99%","65.14","99%","+0.1%"
"*02lpn*","Eric Dier","TOT","D","122","W (Thu)","30","BUR Sat 7:00AM MCI Tue12:00PM","182.75","5.54","7%","335.11","1%","0%"
"*061ve*","Ryan Christie","BOU","M","123","NT 7","29","BRF Sat 7:00AM","182.5","5.7","8%","336.08","69%","-0.4%"
"*05nt7*","Thiago Silva","CHE","D","124","BudsNBec","39","@NOT Sat 9:30AM @BHA Wed11:45AM","177.75","6.58","78%","124.28","60%","-11.2%"
"*03dxq*","Danny Ings","WHU","F","125","W (Thu)","31","LUT Sat 7:00AM","177","5.06","25%","155.52","6%","0%"
"*05uor*","Yoane Wissa","BRF","F","127","NT 5","27","@BOU Sat 7:00AM","176.5","4.64","76%","120.88","87%","+0.4%"
"*050jq*","Marc Guehi","CRY","D","126","W (Thu)","23","@WOL Sat 7:00AM","176.5","4.77","52%","136.61","28%","-0.1%"
"*04qr8*","Diogo Jota","LIV","F","128","DGPFC","27","@AVL Mon 12:00PM","175.5","7.98","100%","52.51","90%","-2.1%"
"*052cd*","Mason Mount","MUN","M","129","W (Thu)","25","ARS Sun 8:30AM NEW Wed12:00PM","175","7.29","100%","30.64","45%","-0.1%"
"*05ylw*","Rodrigo Bentancur","TOT","M","130","W (Thu)","26","BUR Sat 7:00AM MCI Tue12:00PM","174","9.67","15%","253.77","19%","-4.1%"
"*05tr8*","Christian Norgaard","BRF","M","131","BenM01","30","@BOU Sat 7:00AM","172","7.82","19%","218.63","44%","-0.1%"
"*04e1c*","Lewis Dunk","BHA","D","132","W (Thu)","32","@NEW Sat 7:00AM CHE Wed11:45AM","171.75","4.77","72%","125.46","55%","+0.1%"
"*05tre*","Vitaly Janelt","BRF","M","133","W (Thu)","25","@BOU Sat 7:00AM","170","4.86","2%","1119.71","38%","-0.6%"
"*03ena*","Aaron Cresswell","WHU","D","134","W (Thu)","34","LUT Sat 7:00AM","167.25","5.97","19%","217.06","8%","0%"
"*02w72*","Hugo Lloris","TOT","G","135","W (Thu)","37","BUR Sat 7:00AM MCI Tue12:00PM","167","6.68","1%","1137.29","1%","0%"
"*04ug0*","Sean Longstaff","NEW","M","136","W (Thu)","26","BHA Sat 7:00AM @MUN Wed12:00PM","166.5","5.05","1%","1130.82","32%","+0.7%"
"*03vll*","Michail Antonio","WHU","F","137","W (Thu)","34","LUT Sat 7:00AM","165.5","5.02","41%","144.13","46%","+2%"
"*05akv*","Tyrick Mitchell","CRY","D","138","W (Thu)","24","@WOL Sat 7:00AM","165","4.58","4%","376.42","49%","-2.2%"
"*051k8*","Conor Gallagher","CHE","M","139","DGPFC","24","@NOT Sat 9:30AM @BHA Wed11:45AM","164.5","4.7","59%","137.86","95%","0%"
"*05uoc*","Cristian Romero","TOT","D","141","ColeFC","26","BUR Sat 7:00AM MCI Tue12:00PM","164.25","6.08","51%","138.12","88%","-0.3%"
"*04kj7*","Serge Aurier","NOT","D","140","W (Thu)","31","CHE Sat 9:30AM","164.25","6.84","25%","156.64","14%","-0.1%"
"*04rzl*","Taiwo Awoniyi","NOT","F","142","W (Thu)","26","CHE Sat 9:30AM","162.5","6.02","51%","137.96","44%","+0.6%"
"*0329y*","Joel Ward","CRY","D","143","W (Thu)","34","@WOL Sat 7:00AM","162.25","5.79","2%","1109.01","5%","-0.1%"
"*0570n*","Jo?o Cancelo","MCI","D","144","W (Thu)","29","@FUL Sat 4:30AM @TOT Tue12:00PM","161.5","9.5","60%","131.65","18%","0%"
"*04qqv*","Fred","MUN","M","145","W (Thu)","31","ARS Sun 8:30AM NEW Wed12:00PM","160.5","4.59","2%","1089.54","1%","0%"
"*03arh*","Kurt Zouma","WHU","D","146","W (Thu)","29","LUT Sat 7:00AM","160","6.4","12%","300.37","28%","-0.1%"
"*03yu2*","Abdoulaye Doucoure","EVE","M","147","julian","31","SHU Sat 7:00AM","159","6.36","39%","145.49","82%","-0.4%"
"*05ybq*","Vitalii Mykolenko","EVE","D","148","W (Thu)","24","SHU Sat 7:00AM","158.25","4.65","4%","385.65","48%","-19.1%"
"*0687b*","Alex Moreno","AVL","D","149","W (Thu)","30","LIV Mon 12:00PM","158","8.32","98%","88.08","39%","-0.6%"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","150","W (Thu)","31","MCI Sat 4:30AM","157","4.36","8%","329.43","12%","-0.3%"
"*05w9m*","Emerson Royal","TOT","D","151","julian","25","BUR Sat 7:00AM MCI Tue12:00PM","154.75","5.95","29%","149.26","21%","+3.2%"
"*05opk*","Vladimir Coufal","WHU","D","152","W (Thu)","31","LUT Sat 7:00AM","154.25","5.71","15%","266.04","59%","-0.8%"
"*062pl*","Lisandro Martinez","MUN","D","153","W (Thu)","26","ARS Sun 8:30AM NEW Wed12:00PM","153.75","5.69","96%","92.84","30%","+0.2%"
"*068lx*","Dango Ouattara","BOU","F","154","W (Thu)","22","BRF Sat 7:00AM","151","7.95","55%","132.7","26%","0%"
"*03v6t*","Ben Chilwell","CHE","D","155","W (Thu)","27","@NOT Sat 9:30AM @BHA Wed11:45AM","150.75","6.55","100%","41.55","55%","-5.6%"
"*04fk5*","Ederson","MCI","G","156","BenM01","30","@FUL Sat 4:30AM @TOT Tue12:00PM","150.5","4.3","96%","85.83","78%","-4.7%"
"*04adp*","Aaron Wan-Bissaka","MUN","D","157","ColeFC","26","ARS Sun 8:30AM NEW Wed12:00PM","149.75","7.88","80%","123.73","57%","-1.3%"
"*04xjr*","Harvey Elliott","LIV","M","158","W (Thu)","21","@AVL Mon 12:00PM","147.5","4.61","14%","275.1","37%","-3%"
"*05w9q*","Odsonne Edouard","CRY","F","159","W (Thu)","26","@WOL Sat 7:00AM","147","4.2","18%","222.32","35%","-0.4%"
"*061xs*","Julio Enciso","BHA","F","160","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","146","7.3","96%","85.2","44%","+0.8%"
"*02y6o*","Nathan Ake","MCI","D","161","DGPFC","29","@FUL Sat 4:30AM @TOT Tue12:00PM","145.75","5.61","84%","114.91","90%","+6.3%"
"*052ca*","Ezri Konsa","AVL","D","162","W (Thu)","26","LIV Mon 12:00PM","145","3.82","11%","298.51","32%","+0.5%"
"*04mdn*","Anthony Gordon","NEW","M","163","DGPFC","23","BHA Sat 7:00AM @MUN Wed12:00PM","143.5","4.48","71%","128.43","97%","+0.1%"
"*05mxa*","Joel Veltman","BHA","D","164","W (Thu)","32","@NEW Sat 7:00AM CHE Wed11:45AM","142.25","4.59","33%","151.78","10%","-0.1%"
"*05n07*","Pedro Porro","TOT","D","166","DGPFC","24","BUR Sat 7:00AM MCI Tue12:00PM","140.5","9.37","100%","52.15","100%","0%"
"*02m6x*","Tim Ream","FUL","D","167","W (Thu)","36","MCI Sat 4:30AM","140.5","4.26","10%","306.94","8%","-0.1%"
"*04s8k*","Jorginho","ARS","M","165","W (Thu)","32","@MUN Sun 8:30AM","140.5","4.39","7%","334.28","6%","-0.3%"
"*051k7*","Reece James","CHE","D","169","W (Thu)","24","@NOT Sat 9:30AM @BHA Wed11:45AM","139","8.69","100%","25.78","53%","+1.7%"
"*03vlm*","Anthony Martial","MUN","F","170","W (Thu)","28","ARS Sun 8:30AM NEW Wed12:00PM","139","6.62","17%","244.49","7%","-0.1%"
"*062h7*","Tyler Adams","BOU","M","168","W (Thu)","25","BRF Sat 7:00AM","139","5.79","0%","1151.6","3%","-0.2%"
"*03am7*","Jacob Murphy","NEW","M","171","W (Thu)","29","BHA Sat 7:00AM @MUN Wed12:00PM","138","3.83","5%","365.9","41%","+8.3%"
"*05unu*","Romeo Lavia","CHE","M","172","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","136.5","4.71","0%","-","3%","-0.1%"
"*04io4*","Richarlison","TOT","F","173","julian","26","BUR Sat 7:00AM MCI Tue12:00PM","136","5.04","98%","80.23","92%","+0.3%"
"*03yww*","Dean Henderson","CRY","G","174","W (Thu)","27","@WOL Sat 7:00AM","135","7.5","1%","1122.66","17%","-4.1%"
"*048xg*","Josh Dasilva","BRF","M","175","W (Thu)","25","@BOU Sat 7:00AM","134","3.72","1%","1143.14","0%","-0.1%"
"*05omu*","R?ben Dias","MCI","D","176","julian","26","@FUL Sat 4:30AM @TOT Tue12:00PM","133.5","5.13","98%","68.97","84%","+1.3%"
"*02yl5*","John Stones","MCI","D","177","BenM01","29","@FUL Sat 4:30AM @TOT Tue12:00PM","133.5","5.8","100%","57.68","71%","+0.3%"
"*051lc*","Pablo Fornals","WHU","M","178","W (Thu)","28","LUT Sat 7:00AM","133","4.16","3%","387.84","1%","0%"
"*04qos*","Issa Diop","FUL","D","179","W (Thu)","27","MCI Sat 4:30AM","132","5.28","0%","1157.7","3%","+0.1%"
"*05up6*","Raphael Varane","MUN","D","180","W (Thu)","31","ARS Sun 8:30AM NEW Wed12:00PM","131.75","5.49","81%","118.85","34%","-0.2%"
"*03r93*","Joseph Gomez","LIV","D","181","BudsNBec","26","@AVL Mon 12:00PM","131.25","6.25","1%","1125.04","37%","-2.9%"
"*056ir*","Adam Webster","BHA","D","182","W (Thu)","29","@NEW Sat 7:00AM CHE Wed11:45AM","131.25","4.86","7%","343.43","2%","0%"
"*05ojg*","N?lson Semedo","WOL","D","183","W (Thu)","30","CRY Sat 7:00AM","130.5","3.62","6%","362.95","39%","-4%"
"*02m4d*","Craig Dawson","WOL","D","184","W (Thu)","34","CRY Sat 7:00AM","128.75","5.15","3%","384.6","19%","-1.9%"
"*05a6e*","Neco Williams","NOT","D","185","W (Thu)","23","CHE Sat 9:30AM","128.75","4.15","18%","228.75","13%","-1.7%"
"*05vyj*","Evan Ferguson","BHA","F","186","BenM01","19","@NEW Sat 7:00AM CHE Wed11:45AM","128.5","6.76","97%","79.65","49%","-1.3%"
"*02lny*","Ashley Young","EVE","D","187","W (Thu)","38","SHU Sat 7:00AM","128.5","4.43","6%","351.52","25%","+9.1%"
"*043qy*","Lewis Cook","BOU","M","189","W (Thu)","27","BRF Sat 7:00AM","123.5","4.41","0%","-","47%","-1.3%"
