"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*04fk5*","Ederson","MCI","G","54","BenM01","30","@FUL Sat 4:30AM @TOT Tue12:00PM","272.25","7.56","96%","85.83","78%","-4.7%"
"*03dx7*","Ben Mee","BRF","D","55","W (Thu)","34","@BOU Sat 7:00AM","271","9.03","99%","81.6","30%","-0.1%"
"*02w72*","Hugo Lloris","TOT","G","56","W (Thu)","37","BUR Sat 7:00AM MCI Tue12:00PM","268.25","7.06","1%","1137.29","1%","0%"
"*045c8*","Gabriel Jesus","ARS","F","57","ColeFC","27","@MUN Sun 8:30AM","265.5","9.16","100%","20.71","97%","-0.6%"
"*05ojg*","N?lson Semedo","WOL","D","58","W (Thu)","30","CRY Sat 7:00AM","265","7.79","6%","362.95","39%","-4%"
"*03r8x*","Callum Wilson","NEW","F","59","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","261.5","10.06","100%","49.19","66%","+9.2%"
"*04amh*","Aaron Ramsdale","ARS","G","60","W (Thu)","25","@MUN Sun 8:30AM","257.5","6.78","94%","101.49","31%","+0.1%"
"*0524k*","Rodri","MCI","M","61","NT 7","27","@FUL Sat 4:30AM @TOT Tue12:00PM","257","7.56","99%","54.4","100%","0%"
"*05oef*","Alphonse Areola","WHU","G","62","DGPFC","31","LUT Sat 7:00AM","253.75","7.05","2%","399.56","50%","+5.1%"
"*04sjt*","Alisson","LIV","G","63","NT 7","31","@AVL Mon 12:00PM","250.75","7.6","100%","72.33","95%","0%"
"*04agz*","Declan Rice","ARS","M","64","BenM01","25","@MUN Sun 8:30AM","243.5","7.61","99%","49.36","100%","0%"
"*05omu*","R?ben Dias","MCI","D","65","julian","26","@FUL Sat 4:30AM @TOT Tue12:00PM","242.5","7.58","98%","68.97","84%","+1.3%"
"*04s8k*","Jorginho","ARS","M","66","W (Thu)","32","@MUN Sun 8:30AM","239.5","8.55","7%","334.28","6%","-0.3%"
"*02lym*","Lukasz Fabianski","WHU","G","67","W (Thu)","39","LUT Sat 7:00AM","239.25","6.84","13%","277.66","9%","-1.2%"
"*052ca*","Ezri Konsa","AVL","D","68","W (Thu)","26","LIV Mon 12:00PM","239","6.64","11%","298.51","32%","+0.5%"
"*04e1c*","Lewis Dunk","BHA","D","69","W (Thu)","32","@NEW Sat 7:00AM CHE Wed11:45AM","237.5","7.2","72%","125.46","55%","+0.1%"
"*03arh*","Kurt Zouma","WHU","D","70","W (Thu)","29","LUT Sat 7:00AM","236.75","9.86","12%","300.37","28%","-0.1%"
"*04sft*","Yves Bissouma","TOT","M","71","W (Thu)","27","BUR Sat 7:00AM MCI Tue12:00PM","231.5","6.43","15%","237.97","32%","-0.9%"
"*05o4b*","Matty Cash","AVL","D","73","W (Thu)","26","LIV Mon 12:00PM","231","8.25","93%","106.78","61%","+4%"
"*04yo6*","Miguel Almiron","NEW","M","72","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","231","6.79","100%","69.84","60%","+0.7%"
"*05opl*","Wesley Fofana","CHE","D","74","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","230","8.21","1%","1115.34","3%","-0.1%"
"*05os8*","Joachim Andersen","CRY","D","75","NT 7","27","@WOL Sat 7:00AM","229","7.39","47%","142.55","92%","+0.3%"
"*055sk*","Nicolas Pepe","ARS","F","76","W (Thu)","28","@MUN Sun 8:30AM","226.5","7.81","0%","1140.4","0%","0%"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","77","W (Thu)","28","BUR Sat 7:00AM MCI Tue12:00PM","226","5.95","42%","141.26","16%","-1.9%"
"*056mf*","Neal Maupay","BRF","F","78","W (Thu)","27","@BOU Sat 7:00AM","225.5","6.83","1%","1151.11","14%","-0.5%"
"*05mxa*","Joel Veltman","BHA","D","79","W (Thu)","32","@NEW Sat 7:00AM CHE Wed11:45AM","225.5","8.05","33%","151.78","10%","-0.1%"
"*05n03*","Kalvin Phillips","WHU","M","81","W (Thu)","28","LUT Sat 7:00AM","223","7.69","1%","1124.56","3%","-0.1%"
"*02ln2*","Jonny Evans","MUN","D","80","W (Thu)","36","ARS Sun 8:30AM NEW Wed12:00PM","223","7.96","0%","1140.9","2%","+0.3%"
"*032f9*","Jordan Pickford","EVE","G","82","julian","30","SHU Sat 7:00AM","219.75","7.09","63%","133.28","86%","+4.3%"
"*02lkm*","Jonjo Shelvey","NOT","M","83","W (Thu)","32","CHE Sat 9:30AM","216.5","7.22","0%","1152.4","0%","0%"
"*04qor*","Bernd Leno","FUL","G","84","BenM01","32","MCI Sat 4:30AM","216.25","6.18","80%","127.21","87%","+1.9%"
"*04rxe*","Nathaniel Phillips","LIV","D","85","W (Thu)","27","@AVL Mon 12:00PM","215.75","12.69","0%","-","0%","0%"
"*0554i*","Joelinton","NEW","M","86","W (Thu)","27","BHA Sat 7:00AM @MUN Wed12:00PM","213.5","6.89","100%","65.6","41%","+2.4%"
"*05gcx*","Josh Brownhill","BUR","M","87","W (Thu)","28","@TOT Sat 7:00AM","213","6.45","85%","111.13","53%","-0.5%"
"*03yeg*","Tosin Adarabioyo","FUL","D","88","W (Thu)","26","MCI Sat 4:30AM","212.75","6.45","2%","387.9","31%","-1.8%"
"*03rzp*","Antonee Robinson","FUL","D","89","NT 5","26","MCI Sat 4:30AM","212.5","7.59","83%","116.07","95%","+0.3%"
"*04fk6*","Bernardo Silva","MCI","M","90","NT 5","29","@FUL Sat 4:30AM @TOT Tue12:00PM","212","8.15","100%","58.48","100%","+0.1%"
"*02yl5*","John Stones","MCI","D","91","BenM01","29","@FUL Sat 4:30AM @TOT Tue12:00PM","210.5","9.57","100%","57.68","71%","+0.3%"
"*04civ*","Scott McTominay","MUN","M","92","W (Thu)","27","ARS Sun 8:30AM NEW Wed12:00PM","208","6.5","4%","373.23","34%","-1.2%"
"*04kj7*","Serge Aurier","NOT","D","93","W (Thu)","31","CHE Sat 9:30AM","205.75","10.83","25%","156.64","14%","-0.1%"
"*051ki*","Ben Godfrey","EVE","D","94","W (Thu)","26","SHU Sat 7:00AM","205.5","6.63","0%","1204.7","19%","+10.9%"
"*044nm*","Rob Holding","CRY","D","95","W (Thu)","28","@WOL Sat 7:00AM","202.75","6.76","0%","1139.15","0%","0%"
"*056ir*","Adam Webster","BHA","D","96","W (Thu)","29","@NEW Sat 7:00AM CHE Wed11:45AM","201","6.93","7%","343.43","2%","0%"
"*05247*","Tanguy Ndombele","TOT","M","97","W (Thu)","27","BUR Sat 7:00AM MCI Tue12:00PM","200.5","6.08","1%","1109.91","1%","0%"
"*04e1k*","Solly March","BHA","M","98","W (Thu)","29","@NEW Sat 7:00AM CHE Wed11:45AM","199.5","9.5","100%","34.16","32%","-0.2%"
"*02lsa*","Dan Burn","NEW","D","99","NT 7","31","BHA Sat 7:00AM @MUN Wed12:00PM","199.25","7.38","96%","103.53","97%","+0.8%"
"*05749*","Kieran Tierney","ARS","D","100","W (Thu)","26","@MUN Sun 8:30AM","199","7.37","7%","334.34","2%","0%"
"*05o4c*","Timothy Castagne","FUL","D","101","W (Thu)","28","MCI Sat 4:30AM","198","7.33","0%","-","51%","+9.3%"
"*04yme*","Robert Sanchez","CHE","G","102","W (Thu)","26","@NOT Sat 9:30AM @BHA Wed11:45AM","195.5","7.24","17%","221.38","13%","-0.4%"
"*04spy*","Mason Greenwood","MUN","F","103","W (Thu)","22","ARS Sun 8:30AM NEW Wed12:00PM","192.5","6.21","12%","294.49","1%","+0.1%"
"*04rhc*","Vicente Guaita","CRY","G","104","W (Thu)","37","@WOL Sat 7:00AM","191.25","5.17","1%","1114.05","1%","0%"
"*03yu2*","Abdoulaye Doucoure","EVE","M","105","julian","31","SHU Sat 7:00AM","191","6.59","39%","145.49","82%","-0.4%"
"*037mt*","Harrison Reed","FUL","M","106","W (Thu)","29","MCI Sat 4:30AM","190","6.13","4%","398.16","3%","0%"
"*05ohc*","Sergio Reguilon","BRF","D","107","BudsNBec","27","@BOU Sat 7:00AM","189.75","7.03","8%","313.97","65%","+2.4%"
"*02lpf*","Ross Barkley","LUT","M","108","Pain","30","@WHU Sat 7:00AM","189","7.27","9%","312.34","80%","+0.1%"
"*051l5*","John Fleck","SHU","M","109","W (Thu)","32","@EVE Sat 7:00AM","188","6.06","0%","-","0%","0%"
"*02lnx*","Danny Welbeck","BHA","F","110","W (Thu)","33","@NEW Sat 7:00AM CHE Wed11:45AM","187.5","7.81","34%","150.24","26%","+0.4%"
"*04ge6*","Joe Willock","NEW","M","113","W (Thu)","24","BHA Sat 7:00AM @MUN Wed12:00PM","187","8.9","45%","145.1","20%","-0.4%"
"*03vlm*","Anthony Martial","MUN","F","112","W (Thu)","28","ARS Sun 8:30AM NEW Wed12:00PM","187","8.5","17%","244.49","7%","-0.1%"
"*04u6i*","Leander Dendoncker","AVL","M","111","W (Thu)","29","LIV Mon 12:00PM","187","5.67","0%","1154.47","0%","0%"
"*05oh2*","Thiago Alc?ntara","LIV","M","114","W (Thu)","33","@AVL Mon 12:00PM","185.5","7.73","7%","339.31","2%","-0.1%"
"*05oyq*","Said Benrahma","WHU","M","115","W (Thu)","28","LUT Sat 7:00AM","185","6.17","96%","93.89","29%","0%"
"*04qr8*","Diogo Jota","LIV","F","116","DGPFC","27","@AVL Mon 12:00PM","183","9.63","100%","52.51","90%","-2.1%"
"*03frx*","Ola Aina","NOT","D","117","W (Thu)","27","CHE Sat 9:30AM","182.25","5.88","1%","1115.74","11%","+9.1%"
"*04qqv*","Fred","MUN","M","118","W (Thu)","31","ARS Sun 8:30AM NEW Wed12:00PM","181.5","6.05","2%","1089.54","1%","0%"
"*04e1e*","Ben White","ARS","D","119","BudsNBec","26","@MUN Sun 8:30AM","180.5","5.01","98%","87.28","99%","0%"
"*02rll*","Nathan Redmond","BUR","M","120","W (Thu)","30","@TOT Sat 7:00AM","178.5","6.16","6%","358.73","1%","0%"
"*02lpn*","Eric Dier","TOT","D","121","W (Thu)","30","BUR Sat 7:00AM MCI Tue12:00PM","178","6.36","7%","335.11","1%","0%"
"*04fyc*","Charlie Taylor","BUR","D","122","W (Thu)","30","@TOT Sat 7:00AM","177.75","6.13","1%","1116.85","2%","0%"
"*05mxb*","Hakim Ziyech","CHE","M","123","W (Thu)","31","@NOT Sat 9:30AM @BHA Wed11:45AM","176.5","7.67","1%","1107.08","0%","0%"
"*05o6h*","Kai Havertz","ARS","F","124","BudsNBec","24","@MUN Sun 8:30AM","175","6.48","100%","44.93","99%","+0.1%"
"*03am7*","Jacob Murphy","NEW","M","125","W (Thu)","29","BHA Sat 7:00AM @MUN Wed12:00PM","174.5","6.71","5%","365.9","41%","+8.3%"
"*051k8*","Conor Gallagher","CHE","M","126","DGPFC","24","@NOT Sat 9:30AM @BHA Wed11:45AM","173.5","5.78","59%","137.86","95%","0%"
"*04fk8*","Victor Lindelof","MUN","D","127","W (Thu)","29","ARS Sun 8:30AM NEW Wed12:00PM","173.25","5.97","1%","1111.52","4%","-0.1%"
"*04spp*","Douglas Luiz","AVL","M","129","ColeFC","25","LIV Mon 12:00PM","172.5","5.23","97%","92.31","99%","-0.3%"
"*03eki*","Cheikhou Kouyate","NOT","M","128","W (Thu)","34","CHE Sat 9:30AM","172.5","4.79","0%","1139.6","0%","0%"
"*05nt7*","Thiago Silva","CHE","D","130","BudsNBec","39","@NOT Sat 9:30AM @BHA Wed11:45AM","171.5","7.46","78%","124.28","60%","-11.2%"
"*03rxb*","Angelo Ogbonna","WHU","D","131","W (Thu)","35","LUT Sat 7:00AM","169.5","6.05","0%","1104.4","0%","0%"
"*03dyl*","Jeffrey Schlupp","CRY","M","132","W (Thu)","31","@WOL Sat 7:00AM","168.5","6.24","6%","358.56","10%","+0.4%"
"*03scr*","Aleksandar Mitrovic","FUL","F","133","W (Thu)","29","MCI Sat 4:30AM","168","6.22","94%","81.44","20%","0%"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","134","W (Thu)","31","MCI Sat 4:30AM","166","5.03","8%","329.43","12%","-0.3%"
"*037mo*","Willian","FUL","F","135","Pain","35","MCI Sat 4:30AM","161","6.44","85%","107.73","72%","-0.5%"
"*03sgc*","Jordan Ayew","CRY","F","136","W (Thu)","32","@WOL Sat 7:00AM","158.5","4.8","58%","131.36","70%","-1.4%"
"*05gcq*","Daniel Podence","WOL","F","137","W (Thu)","28","CRY Sat 7:00AM","158.5","6.6","6%","359.51","1%","0%"
"*02m4d*","Craig Dawson","WOL","D","138","W (Thu)","34","CRY Sat 7:00AM","157.75","7.17","3%","384.6","19%","-1.9%"
"*02lpl*","Seamus Coleman","EVE","D","139","W (Thu)","35","SHU Sat 7:00AM","157.5","6.3","0%","1132.9","1%","0%"
"*03v6s*","Mason Holgate","SHU","D","140","W (Thu)","27","@EVE Sat 7:00AM","157.5","5.62","0%","1171.6","0%","-0.1%"
"*04mi4*","Callum Hudson-Odoi","NOT","F","141","Pain","23","CHE Sat 9:30AM","157","6.83","4%","375.73","47%","+4.8%"
"*0477b*","Oliver McBurnie","SHU","F","142","W (Thu)","27","@EVE Sat 7:00AM","156","6.78","19%","212.86","22%","-4.2%"
"*02lnn*","Oliver Norwood","SHU","M","143","W (Thu)","33","@EVE Sat 7:00AM","152.5","4.77","13%","280.08","9%","-0.1%"
"*04sat*","Emile Smith Rowe","ARS","M","144","W (Thu)","23","@MUN Sun 8:30AM","151.5","7.58","19%","216.83","9%","-0.3%"
"*04u41*","Mateo Kovacic","MCI","M","145","W (Thu)","30","@FUL Sat 4:30AM @TOT Tue12:00PM","149.5","5.54","89%","109.2","40%","+0.4%"
"*04qr0*","Willy Boly","NOT","D","146","BenM01","33","CHE Sat 9:30AM","149.25","7.11","0%","1157.98","32%","+4.9%"
"*05nzu*","Gabriel Magalh?es","ARS","D","147","NT 7","26","@MUN Sun 8:30AM","147.25","6.4","99%","79.5","99%","0%"
"*05oeh*","Kenny Tete","FUL","D","148","W (Thu)","28","MCI Sat 4:30AM","146","6.64","97%","91.8","30%","+0.1%"
"*043c1*","Oleksandr Zinchenko","ARS","D","149","BenM01","27","@MUN Sun 8:30AM","142.25","7.11","99%","76.54","91%","+0.8%"
"*02lp9*","Kyle Walker","MCI","D","150","NT 7","33","@FUL Sat 4:30AM @TOT Tue12:00PM","141","5.88","73%","119.33","94%","+3.9%"
"*038ze*","Alex Iwobi","FUL","M","151","julian","28","MCI Sat 4:30AM","140.5","4.68","94%","95.62","85%","-0.8%"
"*02rlq*","Chris Basham","SHU","D","152","W (Thu)","35","@EVE Sat 7:00AM","137.25","4.43","0%","1144.43","0%","0%"
"*04io3*","Mario Lemina","WOL","M","153","W (Thu)","30","CRY Sat 7:00AM","136.5","4.88","0%","1183.66","49%","-1.4%"
"*02m5l*","John Egan","SHU","D","154","W (Thu)","31","@EVE Sat 7:00AM","134","4.32","3%","387.58","2%","0%"
"*05o8k*","F?bio Silva","WOL","F","155","W (Thu)","21","CRY Sat 7:00AM","131.5","4.11","1%","1136.11","1%","0%"
"*02m11*","Matt Doherty","WOL","D","156","W (Thu)","32","CRY Sat 7:00AM","130.5","7.68","68%","131.83","20%","-3.1%"
"*02opy*","Adam Lallana","BHA","M","157","W (Thu)","35","@NEW Sat 7:00AM CHE Wed11:45AM","128.5","4.28","1%","1160.8","1%","0%"
"*05os9*","Thomas Partey","ARS","M","158","W (Thu)","30","@MUN Sun 8:30AM","123.5","5.15","25%","151.19","21%","+0.1%"
"*0329y*","Joel Ward","CRY","D","159","W (Thu)","34","@WOL Sat 7:00AM","121.75","4.68","2%","1109.01","5%","-0.1%"
"*03r8t*","Matt Ritchie","NEW","D","160","W (Thu)","34","BHA Sat 7:00AM @MUN Wed12:00PM","117.75","6.54","0%","1109.21","0%","0%"
"*035mq*","Isaac Hayden","NEW","M","161","W (Thu)","29","BHA Sat 7:00AM @MUN Wed12:00PM","117.5","4.9","0%","-","0%","0%"
"*03r8r*","Ryan Fraser","NEW","M","162","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","112","6.22","0%","1151.6","0%","0%"
"*055c0*","Ben Osborn","SHU","M","163","W (Thu)","29","@EVE Sat 7:00AM","111","4.62","0%","1102.68","1%","-0.2%"
"*04gyz*","Jairo Riedewald","CRY","M","164","W (Thu)","27","@WOL Sat 7:00AM","107.5","3.26","0%","1137.13","0%","0%"
"*04gpx*","Dara O'Shea","BUR","D","165","W (Thu)","25","@TOT Sat 7:00AM","107.25","3.83","1%","1148.64","19%","+0.9%"
"*02oo1*","Ben Davies","TOT","D","166","W (Thu)","31","BUR Sat 7:00AM MCI Tue12:00PM","106.25","5.31","11%","295.51","15%","-19.1%"
"*04mqu*","Aymeric Laporte","MCI","D","167","W (Thu)","29","@FUL Sat 4:30AM @TOT Tue12:00PM","104.5","6.53","5%","359.93","1%","0%"
"*04u6l*","Andr? Gomes","EVE","M","168","W (Thu)","30","SHU Sat 7:00AM","103.5","3.7","0%","1103.67","1%","0%"
"*04o82*","Curtis Jones","LIV","M","169","W (Thu)","23","@AVL Mon 12:00PM","103","4.29","34%","150.35","16%","-1%"
"*03yww*","Dean Henderson","CRY","G","170","W (Thu)","27","@WOL Sat 7:00AM","99.75","7.67","1%","1122.66","17%","-4.1%"
"*044ej*","Johann Gudmundsson","BUR","M","172","W (Thu)","33","@TOT Sat 7:00AM","99.5","4.52","9%","322.84","5%","+0.1%"
"*040ah*","Tom Davies","SHU","M","171","W (Thu)","25","@EVE Sat 7:00AM","99.5","3.98","0%","-","0%","0%"
"*04yey*","Max Kilman","WOL","D","173","NT 5","26","CRY Sat 7:00AM","98","5.44","19%","216.36","57%","-4.8%"
"*02lv9*","James Milner","BHA","M","174","W (Thu)","38","@NEW Sat 7:00AM CHE Wed11:45AM","97","3.73","4%","381.94","2%","-0.1%"
"*05os4*","Rayan Ait-Nouri","WOL","D","175","W (Thu)","22","CRY Sat 7:00AM","96","4.57","3%","381.72","48%","-11%"
"*04mr4*","Martin Dubravka","NEW","G","176","W (Thu)","35","BHA Sat 7:00AM @MUN Wed12:00PM","95","7.31","1%","1116.86","55%","+5.6%"
"*02oq3*","Jay Rodriguez","BUR","F","177","W (Thu)","34","@TOT Sat 7:00AM","95","3.06","2%","382.89","1%","0%"
"*04jyc*","Davinson Sanchez","TOT","D","178","W (Thu)","27","BUR Sat 7:00AM MCI Tue12:00PM","91.5","5.08","0%","1135.4","0%","0%"
"*0522h*","Alexis Mac Allister","LIV","M","179","BenM01","25","@AVL Mon 12:00PM","91","4.33","100%","40.17","98%","-0.3%"
"*05akv*","Tyrick Mitchell","CRY","D","180","W (Thu)","24","@WOL Sat 7:00AM","90.5","4.76","4%","376.42","49%","-2.2%"
"*0574a*","Giovani Lo Celso","TOT","M","181","W (Thu)","28","BUR Sat 7:00AM MCI Tue12:00PM","90","5","17%","225.04","8%","0%"
"*052h5*","Gabriel Martinelli","ARS","M","182","BudsNBec","22","@MUN Sun 8:30AM","89","6.36","100%","12.81","99%","+0.1%"
"*05r9b*","Martin Odegaard","ARS","M","184","DGPFC","25","@MUN Sun 8:30AM","88","6.29","100%","8.52","100%","0%"
"*0435s*","Joel Matip","LIV","D","183","W (Thu)","32","@AVL Mon 12:00PM","88","8.8","3%","375.52","3%","0%"
"*032f5*","Paul Dummett","NEW","D","185","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","87.75","5.85","0%","1250.6","0%","0%"
"*02t1j*","Calum Chambers","AVL","D","186","W (Thu)","29","LIV Mon 12:00PM","87","8.7","0%","1143.63","0%","0%"
"*04qrc*","Raul Jimenez","FUL","F","188","W (Thu)","33","MCI Sat 4:30AM","86.5","8.65","64%","131.91","23%","-0.2%"
"*051kz*","George Baldock","SHU","D","187","W (Thu)","31","@EVE Sat 7:00AM","86.5","2.7","5%","352.51","1%","0%"
