"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*05a6d*","Tariq Lamptey","BHA","D","189","W (Thu)","23","@NEW Sat 7:00AM CHE Wed11:45AM","86.25","7.84","11%","289.99","5%","-0.1%"
"*0328q*","Tom Cairney","FUL","M","190","W (Thu)","33","MCI Sat 4:30AM","83.5","8.35","0%","1180.6","7%","-0.1%"
"*04ug0*","Sean Longstaff","NEW","M","191","W (Thu)","26","BHA Sat 7:00AM @MUN Wed12:00PM","82.5","3.75","1%","1130.82","32%","+0.7%"
"*04qos*","Issa Diop","FUL","D","192","W (Thu)","27","MCI Sat 4:30AM","81.5","4.53","0%","1157.7","3%","+0.1%"
"*03pig*","Jamaal Lascelles","NEW","D","193","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","79.5","4.18","0%","1141.65","5%","-0.3%"
"*04qr4*","Kortney Hause","AVL","D","194","W (Thu)","28","LIV Mon 12:00PM","78.25","11.18","0%","1073.67","0%","0%"
"*05o8o*","Jayden Bogle","SHU","D","195","W (Thu)","23","@EVE Sat 7:00AM","77","4.81","0%","1136.66","9%","+0.9%"
"*05746*","Emil Krafth","NEW","D","196","W (Thu)","29","BHA Sat 7:00AM @MUN Wed12:00PM","76.5","4.78","0%","-","11%","+3.8%"
"*047l2*","Jeff Hendrick","NEW","M","197","W (Thu)","32","BHA Sat 7:00AM @MUN Wed12:00PM","75","3.41","0%","1246.6","0%","0%"
"*05gcs*","Sander Berge","BUR","M","198","W (Thu)","26","@TOT Sat 7:00AM","74","4.93","19%","216.85","14%","+0.5%"
"*03mml*","Dele Alli","EVE","M","199","W (Thu)","28","SHU Sat 7:00AM","68","4.53","2%","395.66","1%","+0.1%"
"*02lof*","Ryan Fredericks","BOU","D","200","W (Thu)","31","BRF Sat 7:00AM","67.25","4.8","0%","1146.6","0%","-0.1%"
"*02lkj*","Jack Robinson","SHU","D","201","W (Thu)","30","@EVE Sat 7:00AM","65.25","5.93","1%","1163.78","3%","0%"
"*02opl*","Jack Cork","BUR","M","202","W (Thu)","34","@TOT Sat 7:00AM","62","3.88","0%","1164.26","0%","0%"
"*03yrr*","Mohamed Elneny","ARS","M","203","W (Thu)","31","@MUN Sun 8:30AM","62","2.7","0%","1251.6","0%","0%"
"*058vf*","Steven Alzate","BHA","M","204","W (Thu)","25","@NEW Sat 7:00AM CHE Wed11:45AM","61","4.07","0%","-","0%","0%"
"*04ge9*","Eddie Nketiah","ARS","F","205","W (Thu)","24","@MUN Sun 8:30AM","60","3.53","51%","138.06","32%","-0.4%"
"*05oji*","Rhys Williams","LIV","D","206","W (Thu)","23","@AVL Mon 12:00PM","59.5","6.61","0%","-","0%","0%"
"*05m46*","Luke Thomas","SHU","D","207","W (Thu)","22","@EVE Sat 7:00AM","58.75","4.2","0%","-","0%","0%"
"*04c3c*","Rhian Brewster","SHU","F","208","W (Thu)","24","@EVE Sat 7:00AM","57","2.11","0%","1154.1","1%","0%"
"*02ltw*","Fraser Forster","TOT","G","209","W (Thu)","36","BUR Sat 7:00AM MCI Tue12:00PM","55","6.88","0%","-","0%","0%"
"*055se*","Marvelous Nakamba","LUT","M","210","W (Thu)","30","@WHU Sat 7:00AM","52","4","6%","363.31","2%","0%"
"*04tig*","Fabian Schar","NEW","D","211","Pain","32","BHA Sat 7:00AM @MUN Wed12:00PM","51.25","2.85","99%","69.3","85%","-14.1%"
"*05o2l*","Donny van de Beek","MUN","M","212","W (Thu)","27","ARS Sun 8:30AM NEW Wed12:00PM","51","2.68","0%","1144.94","0%","0%"
"*03yuo*","Keinan Davis","AVL","F","213","W (Thu)","26","LIV Mon 12:00PM","49","3.27","0%","1084.76","0%","0%"
"*04qr9*","Morgan Gibbs-White","NOT","M","214","Pain","24","CHE Sat 9:30AM","47.5","4.32","100%","43.31","100%","+0.2%"
"*03r9c*","C?dric Soares","ARS","D","215","W (Thu)","32","@MUN Sun 8:30AM","47","4.7","0%","1092.67","0%","0%"
"*05osa*","Robin Olsen","AVL","G","216","W (Thu)","34","LIV Mon 12:00PM","45.25","6.46","0%","1210.27","2%","+0.8%"
"*0435u*","Eric Bailly","MUN","D","217","W (Thu)","30","ARS Sun 8:30AM NEW Wed12:00PM","44","3.67","0%","1120","0%","0%"
"*02y6o*","Nathan Ake","MCI","D","218","DGPFC","29","@FUL Sat 4:30AM @TOT Tue12:00PM","42","4.2","84%","114.91","90%","+6.3%"
"*03hvn*","Javier Manquillo","NEW","D","219","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","41","3.15","0%","-","0%","0%"
"*051k3*","Jacob Ramsey","AVL","M","220","BenM01","22","LIV Mon 12:00PM","37.5","1.7","87%","110.99","30%","-0.4%"
"*04u40*","Kepa","CHE","G","221","W (Thu)","29","@NOT Sat 9:30AM @BHA Wed11:45AM","34","4.86","46%","141.55","12%","0%"
"*05ojf*","F?bio Carvalho","LIV","M","222","W (Thu)","21","@AVL Mon 12:00PM","34","8.5","0%","-","0%","0%"
"*05r37*","Jakub Moder","BHA","M","223","W (Thu)","25","@NEW Sat 7:00AM CHE Wed11:45AM","33.5","2.79","0%","1153.6","0%","0%"
"*04mcg*","Ben Johnson","WHU","D","224","W (Thu)","24","LUT Sat 7:00AM","32.5","2.32","0%","-","0%","0%"
"*04tsd*","Japhet Tanganga","TOT","D","225","W (Thu)","25","BUR Sat 7:00AM MCI Tue12:00PM","30.75","5.12","0%","1143.86","0%","0%"
"*05a6e*","Neco Williams","NOT","D","226","W (Thu)","23","CHE Sat 9:30AM","28.5","4.75","18%","228.75","13%","-1.7%"
"*02t1k*","Nathaniel Clyne","CRY","D","227","W (Thu)","33","@WOL Sat 7:00AM","28.25","2.17","0%","1118.6","2%","-0.2%"
"*05opn*","Carlos Vin?cius","FUL","F","228","W (Thu)","29","MCI Sat 4:30AM","26.5","2.94","28%","152.84","6%","0%"
"*04tcc*","Jonny","WOL","D","229","W (Thu)","30","CRY Sat 7:00AM","25.25","3.61","0%","1144.7","0%","0%"
"*05r8o*","Jean-Philippe Mateta","CRY","F","230","julian","26","@WOL Sat 7:00AM","23","3.29","1%","1145.56","69%","-0.9%"
"*02rn6*","James Tomkins","CRY","D","231","W (Thu)","35","@WOL Sat 7:00AM","21.75","2.72","0%","-","0%","0%"
"*05s00*","Daniel Jebbison","SHU","F","232","W (Thu)","20","@EVE Sat 7:00AM","21","5.25","0%","-","0%","0%"
"*05ogb*","Anthony Elanga","NOT","F","233","BenM01","22","CHE Sat 9:30AM","20.5","10.25","42%","145.2","74%","+2.5%"
"*045ob*","Caoimhin Kelleher","LIV","G","234","W (Thu)","25","@AVL Mon 12:00PM","19.5","9.75","1%","1125.32","10%","-1.3%"
"*05r34*","Amad Diallo","MUN","F","235","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","19","6.33","1%","1117.45","1%","-0.1%"
"*03vlj*","Virgil van Dijk","LIV","D","236","BenM01","32","@AVL Mon 12:00PM","18","3.6","100%","43.76","100%","-0.3%"
"*05o8n*","Max Lowe","SHU","D","237","W (Thu)","26","@EVE Sat 7:00AM","16.5","2.06","5%","363.53","1%","0%"
"*052cc*","Billy Gilmour","BHA","M","238","W (Thu)","22","@NEW Sat 7:00AM CHE Wed11:45AM","16","3.2","3%","397.79","14%","+0.9%"
"*03rll*","Darren Randolph","BOU","G","239","W (Thu)","36","BRF Sat 7:00AM","16","5.33","0%","1138.6","0%","0%"
"*04mqv*","Emerson","WHU","D","240","W (Thu)","29","LUT Sat 7:00AM","15.5","7.75","11%","293.08","53%","-0.1%"
"*03r93*","Joseph Gomez","LIV","D","241","BudsNBec","26","@AVL Mon 12:00PM","12.5","1.79","1%","1125.04","37%","-2.9%"
"*03274*","Adri?n","LIV","G","242","W (Thu)","37","@AVL Mon 12:00PM","12.5","4.17","0%","1127.89","0%","0%"
"*03pie*","Divock Origi","NOT","F","243","W (Thu)","29","CHE Sat 9:30AM","12","1.33","0%","-","2%","-0.1%"
"*05opi*","Andi Zeqiri","BHA","F","244","W (Thu)","24","@NEW Sat 7:00AM CHE Wed11:45AM","10.5","1.17","0%","1129.6","0%","0%"
"*04mdn*","Anthony Gordon","NEW","M","245","DGPFC","23","BHA Sat 7:00AM @MUN Wed12:00PM","7.5","2.5","71%","128.43","97%","+0.1%"
"*02m6x*","Tim Ream","FUL","D","246","W (Thu)","36","MCI Sat 4:30AM","7.25","1.04","10%","306.94","8%","-0.1%"
"*04tsc*","Jo?o Virg?nia","EVE","G","247","W (Thu)","24","SHU Sat 7:00AM","7","7","6%","341.02","12%","0%"
"*04mks*","Terence Kongolo","FUL","D","248","W (Thu)","30","MCI Sat 4:30AM","6.5","6.5","0%","1167.6","0%","0%"
"*0579j*","Scott Carson","MCI","G","249","W (Thu)","38","@FUL Sat 4:30AM @TOT Tue12:00PM","6","6","1%","1079.29","0%","0%"
"*052k4*","Theo Corbeanu","WOL","F","250","W (Thu)","21","CRY Sat 7:00AM","5","5","0%","-","0%","0%"
"*05oif*","Runar Alex Runarsson","ARS","G","251","W (Thu)","29","@MUN Sun 8:30AM","4","4","0%","1122.52","0%","0%"
"*04ge8*","Reiss Nelson","ARS","F","252","W (Thu)","24","@MUN Sun 8:30AM","3","1.5","2%","371.38","1%","-0.1%"
"*05re5*","Carney Chukwuemeka","CHE","M","253","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","2.5","1.25","23%","170.44","4%","-0.1%"
"*059j3*","Brandon Williams","MUN","D","254","W (Thu)","23","ARS Sun 8:30AM NEW Wed12:00PM","2.5","0.62","0%","1114.2","0%","0%"
"*03yq8*","Demarai Gray","EVE","M","255","W (Thu)","27","SHU Sat 7:00AM","1","1","45%","144.79","11%","0%"
"*05t6y*","Hannibal Mejbri","MUN","M","256","W (Thu)","21","ARS Sun 8:30AM NEW Wed12:00PM","1","1","0%","1149.7","1%","0%"
"*04mmx*","Michael Obafemi","BUR","F","257","W (Thu)","23","@TOT Sat 7:00AM","1","0.25","0%","1210.6","0%","0%"
"*05rdx*","Shola Shoretire","MUN","F","259","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0.5","0.25","1%","1036.4","0%","0%"
"*04rex*","Marek Rodak","FUL","G","258","W (Thu)","27","MCI Sat 4:30AM","0.5","0.25","0%","1251.2","0%","0%"
"*062cn*","Julian Alvarez","MCI","F","280","Pain","24","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","100%","58.03","100%","0%"
"*061vq*","Erling Haaland","MCI","F","505","BenM01","23","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","100%","1.12","100%","0%"
"*0646f*","Alexander Isak","NEW","F","553","DGPFC","24","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","100%","19.86","100%","0%"
"*05yld*","Luis Diaz","LIV","F","415","NT 5","27","@AVL Mon 12:00PM","0","0","100%","25.28","100%","+0.1%"
"*05n07*","Pedro Porro","TOT","D","741","DGPFC","24","BUR Sat 7:00AM MCI Tue12:00PM","0","0","100%","52.15","100%","0%"
"*061x2*","Darwin Nunez","LIV","F","685","BenM01","24","@AVL Mon 12:00PM","0","0","100%","22.9","100%","0%"
"*05ylj*","Bruno Guimar?es","NEW","M","501","julian","26","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","100%","39.29","100%","0%"
"*03fgo*","Dominic Solanke","BOU","F","804","Pain","26","BRF Sat 7:00AM","0","0","88%","107.86","99%","0%"
"*0558w*","William Saliba","ARS","D","770","Pain","23","@MUN Sun 8:30AM","0","0","99%","65.14","99%","+0.1%"
"*0647t*","Lucas Paquet?","WHU","M","826","Pain","26","LUT Sat 7:00AM","0","0","100%","51.97","99%","0%"
"*05ylx*","Dejan Kulusevski","TOT","M","593","NT 5","24","BUR Sat 7:00AM MCI Tue12:00PM","0","0","100%","44.05","99%","0%"
"*04qfz*","Diogo Dalot","MUN","D","402","julian","25","ARS Sun 8:30AM NEW Wed12:00PM","0","0","99%","79.85","98%","-0.2%"
"*05u94*","Michael Olise","CRY","M","701","julian","22","@WOL Sat 7:00AM","0","0","100%","56.24","98%","+0.1%"
"*06cm1*","Nicolas Jackson","CHE","F","556","ColeFC","22","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","99%","48.97","98%","0%"
"*06cmm*","Dominik Szoboszlai","LIV","M","816","DGPFC","23","@AVL Mon 12:00PM","0","0","100%","33.73","97%","-0.4%"
"*03dx3*","Kieran Trippier","NEW","D","839","NT 5","33","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","100%","11.57","97%","-0.6%"
"*05trb*","Bryan Mbeumo","BRF","F","633","ColeFC","24","@BOU Sat 7:00AM","0","0","100%","40.29","97%","0%"
"*03jly*","Andreas Pereira","FUL","M","536","NT 7","28","MCI Sat 4:30AM","0","0","98%","75.61","96%","+0.1%"
"*06dps*","Andre Onana","MUN","G","705","ColeFC","28","ARS Sun 8:30AM NEW Wed12:00PM","0","0","99%","85.44","96%","+0.8%"
"*060wh*","Alejandro Garnacho","MUN","M","473","NT 7","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","85%","112.22","96%","0%"
"*05g2o*","Jo?o Pedro","BHA","F","563","NT 5","22","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","99%","71.76","95%","+1%"
"*03v6w*","Ivan Toney","BRF","F","830","julian","28","@BOU Sat 7:00AM","0","0","62%","132.16","94%","+0.4%"
"*05tqx*","David Raya","ARS","G","752","NT 5","28","@MUN Sun 8:30AM","0","0","67%","125.54","92%","+1%"
"*061ya*","Brennan Johnson","TOT","F","560","DGPFC","22","BUR Sat 7:00AM MCI Tue12:00PM","0","0","92%","98.78","92%","-1.5%"
"*05uns*","Leon Bailey","AVL","F","300","NT 5","26","LIV Mon 12:00PM","0","0","43%","144.03","91%","-0.1%"
"*0649j*","Manuel Akanji","MCI","D","275","Pain","28","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","88%","107.73","91%","+3.3%"
"*067yv*","Cody Gakpo","LIV","F","470","W (Thu)","25","@AVL Mon 12:00PM","0","0","100%","26.83","89%","+0.9%"
"*06dq8*","Moussa Diaby","AVL","F","413","ColeFC","24","LIV Mon 12:00PM","0","0","98%","49.05","89%","+0.6%"
"*05tr1*","Ethan Pinnock","BRF","D","737","NT 5","30","@BOU Sat 7:00AM","0","0","99%","71.36","89%","+1.6%"
"*0414p*","Carlton Morris","LUT","F","659","BudsNBec","28","@WHU Sat 7:00AM","0","0","85%","112.43","88%","+2.7%"
"*05uoc*","Cristian Romero","TOT","D","764","ColeFC","26","BUR Sat 7:00AM MCI Tue12:00PM","0","0","51%","138.12","88%","-0.3%"
"*05tr9*","Mathias Jensen","BRF","M","559","BudsNBec","28","@BOU Sat 7:00AM","0","0","83%","116.67","87%","+1%"
"*05uor*","Yoane Wissa","BRF","F","876","NT 5","27","@BOU Sat 7:00AM","0","0","76%","120.88","87%","+0.4%"
"*06ex4*","Josko Gvardiol","MCI","D","504","BudsNBec","22","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","79%","73.74","86%","+2.9%"
"*067yz*","Matheus Cunha","WOL","F","777","BudsNBec","24","CRY Sat 7:00AM","0","0","34%","147.22","86%","-0.9%"
"*05l8q*","Cole Palmer","CHE","M","718","NT 5","22","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","16%","247.34","86%","0%"
"*06c6a*","Alfie Doughty","LUT","M","426","NT 5","24","@WHU Sat 7:00AM","0","0","48%","142.34","86%","+0.1%"
"*06exb*","Rasmus Hojlund","MUN","F","537","julian","21","ARS Sun 8:30AM NEW Wed12:00PM","0","0","74%","60.81","85%","-0.3%"
"*068a1*","Mykhailo Mudryk","CHE","M","664","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","100%","57.73","84%","+0.4%"
"*06fup*","Jeremy Doku","MCI","F","421","ColeFC","21","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","1026.6","83%","0%"
"*06fv8*","Mohammed Kudus","WHU","M","592","DGPFC","23","LUT Sat 7:00AM","0","0","0%","-","83%","0%"
"*05u7f*","Ibrahima Konate","LIV","D","588","ColeFC","24","@AVL Mon 12:00PM","0","0","94%","105.15","78%","-1.8%"
"*05l27*","Jarrad Branthwaite","EVE","D","340","Pain","21","SHU Sat 7:00AM","0","0","1%","1124.19","77%","+3.8%"
"*06cmb*","Guglielmo Vicario","TOT","G","854","Pain","27","BUR Sat 7:00AM MCI Tue12:00PM","0","0","38%","144.95","76%","-9.1%"
"*0642l*","Casemiro","MUN","M","368","W (Thu)","32","ARS Sun 8:30AM NEW Wed12:00PM","0","0","99%","67.86","73%","+2.4%"
"*05w91*","Hwang Hee-Chan","WOL","F","547","W (Thu)","28","CRY Sat 7:00AM","0","0","4%","384.42","70%","-2.9%"
"*05udg*","Jos? S?","WOL","G","618","W (Thu)","31","CRY Sat 7:00AM","0","0","59%","132.55","70%","-6.6%"
"*068n8*","Noni Madueke","CHE","F","615","W (Thu)","22","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","76%","120.75","70%","+12.8%"
"*061ve*","Ryan Christie","BOU","M","379","NT 7","29","BRF Sat 7:00AM","0","0","8%","336.08","69%","-0.4%"
"*061vn*","Rodrigo Muniz","FUL","F","665","BudsNBec","23","MCI Sat 4:30AM","0","0","0%","-","68%","+0.9%"
"*068a7*","Pablo Sarabia","WOL","M","779","NT 5","31","CRY Sat 7:00AM","0","0","8%","332.13","67%","-5.7%"
"*062dt*","Jo?o Palhinha","FUL","M","606","ColeFC","28","MCI Sat 4:30AM","0","0","29%","144.89","67%","0%"
"*04spw*","James Garner","EVE","M","474","BenM01","23","SHU Sat 7:00AM","0","0","5%","381.64","66%","+0.4%"
"*0626q*","Simon Adingra","BHA","F","267","NT 5","22","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","9%","315.91","63%","-1%"
"*06fg0*","Gustavo Hamer","SHU","M","509","ColeFC","26","@EVE Sat 7:00AM","0","0","0%","1152.16","62%","+4%"
"*06cm0*","Christopher Nkunku","CHE","F","681","BenM01","26","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","98%","43.76","62%","+1.3%"
"*068ym*","Enzo Fernandez","CHE","M","455","julian","23","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","99%","73.21","60%","-5.1%"
"*063zg*","Pervis Estupinan","BHA","D","448","W (Thu)","26","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","100%","42.99","60%","-4.1%"
"*06clu*","Mark Flekken","BRF","G","456","W (Thu)","30","@BOU Sat 7:00AM","0","0","57%","136.7","59%","+0.2%"
"*05rb8*","Moises Caicedo","CHE","M","358","W (Thu)","22","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","91%","101.42","59%","-3.2%"
"*06clz*","Malo Gusto","CHE","D","503","Pain","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","10%","307.01","57%","-9.7%"
"*06clt*","Justin Kluivert","BOU","M","583","W (Thu)","25","BRF Sat 7:00AM","0","0","72%","128.68","57%","-2.1%"
"*06crm*","Pau Torres","AVL","D","831","Pain","27","LIV Mon 12:00PM","0","0","93%","107.36","56%","+0.1%"
"*05w9i*","Marc Cucurella","CHE","D","395","W (Thu)","25","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","33%","151.65","56%","+2.7%"
"*0649i*","Antony","MUN","F","900","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","0","0","99%","64.5","54%","+10.9%"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","846","W (Thu)","21","BUR Sat 7:00AM MCI Tue12:00PM","0","0","87%","111.29","52%","-3.5%"
"*062p5*","Levi Colwill","CHE","D","385","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","82%","119.34","52%","+1.5%"
"*06ezb*","Micky van de Ven","TOT","D","902","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","0","0","17%","221.35","51%","-4.4%"
"*068y0*","Antoine Semenyo","BOU","F","792","W (Thu)","24","BRF Sat 7:00AM","0","0","0%","1068.21","51%","-13%"
"*05vyj*","Evan Ferguson","BHA","F","452","BenM01","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","97%","79.65","49%","-1.3%"
"*0639x*","Marcus Tavernier","BOU","M","820","W (Thu)","25","BRF Sat 7:00AM","0","0","34%","147.53","49%","-1.7%"
"*06jgi*","Daniel Munoz","CRY","D","666","julian","27","@WOL Sat 7:00AM","0","0","0%","-","48%","+2.1%"
"*062ci*","Kaoru Mitoma","BHA","M","653","W (Thu)","26","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","100%","19.36","48%","-0.3%"
"*05ybq*","Vitalii Mykolenko","EVE","D","674","W (Thu)","24","SHU Sat 7:00AM","0","0","4%","385.65","48%","-19.1%"
"*05w7t*","Pape Sarr","TOT","M","782","W (Thu)","21","BUR Sat 7:00AM MCI Tue12:00PM","0","0","2%","371.62","47%","-1%"
"*043qy*","Lewis Cook","BOU","M","386","W (Thu)","27","BRF Sat 7:00AM","0","0","0%","-","47%","-1.3%"
"*063e3*","Neto","BOU","G","668","W (Thu)","34","BRF Sat 7:00AM","0","0","6%","359.35","47%","-7.2%"
"*063e7*","Marcos Senesi","BOU","D","793","NT 7","26","BRF Sat 7:00AM","0","0","3%","398.06","46%","-1%"
"*06fuw*","Djordje Petrovic","CHE","G","731","BudsNBec","24","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","44%","+1.1%"
"*04rzl*","Taiwo Awoniyi","NOT","F","297","W (Thu)","26","CHE Sat 9:30AM","0","0","51%","137.96","44%","+0.6%"
"*05tr8*","Christian Norgaard","BRF","M","682","BenM01","30","@BOU Sat 7:00AM","0","0","19%","218.63","44%","-0.1%"
"*061xs*","Julio Enciso","BHA","F","444","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","96%","85.2","44%","+0.8%"
"*05uhj*","Conor Bradley","LIV","D","339","W (Thu)","20","@AVL Mon 12:00PM","0","0","2%","1057.69","43%","-1%"
"*062a9*","Sven Botman","NEW","D","337","W (Thu)","24","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","99%","82.67","41%","-0.5%"
"*05u1m*","Nathan Collins","BRF","D","383","W (Thu)","23","@BOU Sat 7:00AM","0","0","5%","349.96","41%","+2%"
"*0666p*","Kobbie Mainoo","MUN","M","616","Pain","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","1%","1143.05","41%","+0.7%"
"*03rxs*","Harry Wilson","FUL","M","874","W (Thu)","27","MCI Sat 4:30AM","0","0","90%","100.69","39%","-0.4%"
"*0687b*","Alex Moreno","AVL","D","658","W (Thu)","30","LIV Mon 12:00PM","0","0","98%","88.08","39%","-0.6%"
"*068sd*","Jakub Kiwior","ARS","D","582","W (Thu)","24","@MUN Sun 8:30AM","0","0","1%","1125.76","38%","-0.3%"
"*05tre*","Vitaly Janelt","BRF","M","557","W (Thu)","25","@BOU Sat 7:00AM","0","0","2%","1119.71","38%","-0.6%"
"*06ew2*","Axel Disasi","CHE","D","417","NT 7","26","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","19%","207.25","37%","-3.2%"
"*04xjr*","Harvey Elliott","LIV","M","442","W (Thu)","21","@AVL Mon 12:00PM","0","0","14%","275.1","37%","-3%"
"*04f67*","Philip Billing","BOU","M","332","W (Thu)","27","BRF Sat 7:00AM","0","0","75%","128.35","37%","-0.7%"
"*05w9q*","Odsonne Edouard","CRY","F","439","W (Thu)","26","@WOL Sat 7:00AM","0","0","18%","222.32","35%","-0.4%"
"*06dmj*","Jurrien Timber","ARS","D","824","W (Thu)","22","@MUN Sun 8:30AM","0","0","97%","82.84","35%","+2.7%"
"*05up6*","Raphael Varane","MUN","D","851","W (Thu)","31","ARS Sun 8:30AM NEW Wed12:00PM","0","0","81%","118.85","34%","-0.2%"
"*05s08*","Valentino Livramento","NEW","D","605","DGPFC","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","12%","267.97","34%","+13.7%"
"*06c6c*","Elijah Adebayo","LUT","F","265","W (Thu)","26","@WHU Sat 7:00AM","0","0","18%","228.49","33%","+9.8%"
"*06igk*","Ben Brereton","SHU","F","341","W (Thu)","25","@EVE Sat 7:00AM","0","0","0%","-","33%","+2.7%"
"*037wp*","Christian Eriksen","MUN","M","446","W (Thu)","32","ARS Sun 8:30AM NEW Wed12:00PM","0","0","76%","122.28","33%","+1.3%"
"*06jgs*","Adam Wharton","CRY","M","865","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","-","32%","+3.9%"
"*05w9r*","Takehiro Tomiyasu","ARS","D","828","W (Thu)","25","@MUN Sun 8:30AM","0","0","3%","377.32","31%","+6.8%"
"*05uht*","Morgan Rogers","AVL","F","763","W (Thu)","21","LIV Mon 12:00PM","0","0","0%","-","30%","+12%"
"*04tzt*","Jefferson Lerma","CRY","M","601","W (Thu)","29","@WOL Sat 7:00AM","0","0","13%","288.32","30%","-0.9%"
"*062pl*","Lisandro Martinez","MUN","D","624","W (Thu)","26","ARS Sun 8:30AM NEW Wed12:00PM","0","0","96%","92.84","30%","+0.2%"
"*05y9n*","Lewis Hall","NEW","D","508","W (Thu)","19","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","29%","147.37","30%","+0.8%"
"*068yd*","Joao Gomes","WOL","M","485","W (Thu)","23","CRY Sat 7:00AM","0","0","2%","1119.6","29%","-6%"
"*062x7*","Rico Lewis","MCI","D","602","W (Thu)","19","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","22%","188.65","29%","-2.4%"
"*050jq*","Marc Guehi","CRY","D","499","W (Thu)","23","@WOL Sat 7:00AM","0","0","52%","136.61","28%","-0.1%"
"*05uel*","Kristoffer Ajer","BRF","D","274","W (Thu)","26","@BOU Sat 7:00AM","0","0","0%","1146.53","28%","+0.9%"
"*04gw6*","Arijanet Muric","BUR","G","669","W (Thu)","25","@TOT Sat 7:00AM","0","0","1%","1131.77","27%","+8.8%"
"*068lx*","Dango Ouattara","BOU","F","715","W (Thu)","22","BRF Sat 7:00AM","0","0","55%","132.7","26%","0%"
"*05oh0*","Jan-Paul van Hecke","BHA","D","901","W (Thu)","23","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","1%","1145.38","25%","-3.8%"
"*067zv*","Kevin Schade","BRF","M","788","W (Thu)","22","@BOU Sat 7:00AM","0","0","41%","143.4","25%","-0.6%"
"*02lny*","Ashley Young","EVE","D","884","W (Thu)","38","SHU Sat 7:00AM","0","0","6%","351.52","25%","+9.1%"
"*06cms*","Sandro Tonali","NEW","M","829","W (Thu)","23","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","98%","79.58","25%","+0.1%"
"*06fhy*","Wilson Odobert","BUR","F","691","W (Thu)","19","@TOT Sat 7:00AM","0","0","0%","-","24%","+1%"
"*068yi*","Illia Zabarnyi","BOU","D","886","W (Thu)","21","BRF Sat 7:00AM","0","0","0%","1208.77","24%","-3.9%"
"*04gw7*","Jadon Sancho","MUN","M","774","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","0","0","97%","90.47","24%","0%"
"*06cm4*","Chiedozie Ogbene","LUT","F","694","W (Thu)","27","@WHU Sat 7:00AM","0","0","1%","1111.24","22%","-2.4%"
"*051kl*","Emiliano Buendia","AVL","M","349","W (Thu)","27","LIV Mon 12:00PM","0","0","75%","115.97","21%","0%"
"*05w9m*","Emerson Royal","TOT","D","598","julian","25","BUR Sat 7:00AM MCI Tue12:00PM","0","0","29%","149.26","21%","+3.2%"
"*063zi*","Matheus Nunes","MCI","M","684","W (Thu)","25","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","30%","151.65","21%","-0.7%"
